content,link,heading
"
                        ඡාත්‍යන්තර මිනිස් ජාවාරම් සිදුකිරීම සම්බන්ධයෙන් ලාංකිකයන් තිදෙනෙකු අත්අඩංගුවට ගත් බව මැලේසියානු පොලිසිය පවසයි.

මොවුන් මුහුදු මාර්ගයෙන් කුඩා ළමයින් ඇතුළු සංක්‍රමණිකයන්ව මැලේසියාව, ඕස්ට්‍රේලියාව සහ නවසීලන්තය වැනි රටවලට ප්‍රවාහනය කර ඇති බව සිදුකළ විමර්ශනවලදී අනාවරණය වී තිබේ.

මෙම පිරිස අතර ශ්‍රී ලාංකියන් 24 දෙනෙකු සිට ඇති බවත් ඒ අතර පිරිමි 12 දෙනෙකු, කාන්තාවන් 8 දෙනෙකු, පිරිමි දරුවන් 2 දෙනෙකු, ගැහැණු දරුවන් 2 දෙනෙකු සිටි බව මැලේසියානු පොලිසිය පවසයි.

ඊට අමතරව ඉන්දීය පුරවැසියන් 10 දෙනෙකු  සිටි බවත් ඒ අතර පිරිමි 4 දෙනෙකු, කාන්තාවන් 3 දෙනෙකු, ගැහැණු ළමයින් 3 දෙනෙකු ද සිටින බව වාර්තා වෙයි. 

1959 සහ 1963 ආගමන විගමන පනතේ 5 (2) වගන්තිය යටතේ ආගමන නීති උල්ලංඝණය කිරිම සම්බන්ධයෙන් මොවුන් අත්අඩංගුවට ගෙන තිබේ.
 
(28535) 
                    ",http://www.lankadeepa.lk/latest_news/මිනිස්-ජාවාරම්-කළ-ලාංකිකයන්-තිදෙනෙකු-මැලේසියාවෙන්-අල්ලයි/1-543720,මිනිස් ජාවාරම් කළ ලාංකිකයන් තිදෙනෙකු මැලේසියාවෙන් අල්ලයි
"
                        (ඩයනා උදයංගනී සහ සුජිත් හේවාජුලිගේ)
 
 
 නව ආණ්ඩුක්‍රම ව්‍යවස්ථාවකින් රට පාවා දෙන්නේ නැතැයි අගමැති රනිල් වික්‍රමසිංහ මහතා පාර්ලිමේන්තුවේදී අද (11) රැස්වූ ආණ්ඩුක්‍රම ව්‍යවස්ථා මණ්ඩලය හමුවේ පැවසීය.
 
ආණ්ඩුක්‍රම ව්‍යවස්ථා මෙහෙයුම් කමිටුවේ යෝජනා ද අගමැතිවරයා එහිදී ඉදිරිපත් කළේය.
 
බුදුදහමට ඇති ප්‍රමුඛතාව හෝ රටේ ඒකීයභාවය වෙනස් කිරීම නව ව්‍යවස්ථාවක් මගින් සිදු නොකරන බවද අගමැතිවරයා කීවේය. 
                    ",http://www.lankadeepa.lk/latest_news/‘ආණ්ඩුක්‍රම-ව්‍යවස්ථාවකින්-රට-පාවා-දෙන්නේ-නෑ’/1-543691,‘ආණ්ඩුක්‍රම ව්‍යවස්ථාවකින් රට පාවා දෙන්නේ නෑ’
"
                        (ඩයනා උදයංගනී සහ සුජිත් හේවාජුලිගේ)
 
 ආණ්ඩුක්‍රම ව්‍යවස්ථා මණ්ඩලය පිහිටුවා වසර 3 ක් ගතවන තුරු ව්‍යවස්ථා කෙටුම්පතක් සකසා ගත නොහැකි නම් එම මණ්ඩලය හා  ව්‍යවස්ථා මෙහෙයුම් කමිටුව පවත්වාගෙන යාමෙන් පලක් නැතැයි ජනතා විමුක්ති පෙරමුණු කොළඹ දිස්ත්‍රික් මන්ත්‍රී අනුර කුමාර දිසානායක මහතා ආණ්ඩුක්‍රම ව්‍යවස්ථා මණ්ඩලයේ දී අද (11) පැවසීය.
 
අගමැතිවරයා ව්‍යවස්ථාවක් සැකසීමේ ක්‍රියාවලිය කාලය සමඟ යට ගැසූ බවද මන්ත්‍රීවරයා සඳහන් කළේය.
 
එබැවින් තවදුරටත් ඒ වෙනුවෙන් කාලය වැයකිරීම නිරර්ථක ක්‍රියාවක් බව ඔහු කීවේය. 
                    ",http://www.lankadeepa.lk/latest_news/ආණ්ඩුක්‍රම-ව්‍යවස්ථා-මණ්ඩලය-වසර-3-ක්-අසාර්ථකයි/1-543712,ආණ්ඩුක්‍රම ව්‍යවස්ථා මණ්ඩලය වසර 3 ක් අසාර්ථකයි
"
                        මධ්‍යම පරිසර අධිකාරියේ සභාපති ලෙස  කොළඹ හිටපු පුරපති ඒ.ජේ.එම් මුසම්මිල් මහතා ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා විසින් පත් කරනු ලැබ තිබේ.

මුසම්මිල් මහතා මැලේසියාවේ හිටපු ශ්‍රී ලංකා මහ කොමසාරිස් ලෙස සේවය කළේය.

(28535) 
                    ",http://www.lankadeepa.lk/latest_news/මධ්‍යම-පරිසර-අධිකාරියේ-මුල්-පුටුව-මුසම්මිල්ට/1-543693,මධ්‍යම පරිසර අධිකාරියේ මුල් පුටුව මුසම්මිල්ට
"
                        (නිමන්ති රණසිංහ)


පාර්ලිමේන්තු මන්ත්‍රී විමල් වීරවංශ මහතා විසින් රචිත ‘නැත්ත වෙනුවට ඇත්ත’ කෘතියෙන්  ජනතා විමුක්ති පෙරමුණේ බුද්ධිමය දේපල අයිතිය උල්ලංඝණය වී ඇතැයි තීන්දු කළ කොළඹ වාණිජ මහාධිකරණ විනිසුරු රුවන් ප්‍රනාන්දු මහතා ජනතා විමුක්ති පෙරමුණේ ප්‍රධාන  ලේකම් ටිල්වින් සිල්වා  මහතාට රුපියල් මිලියන 10 ක වන්දියක් ගෙවන ලෙස   විමල් වීරවංශ මහතාට නියෝග කළේය.
 
එම කෘතිය ප්‍රසිද්ධියට පත් කිරිම ද  තහනම් කරන ලදී.
 
මෙම කෘතිය ප්‍රකාශයට පත්කිරිම මගින් ජනතා විමුක්ති පෙරමුණේ  බුද්ධිමය දේපල අයිතිය උල්ලංඝණය වී ඇති බව පවසමින් ජනතා විමුක්ති පෙරමුණේ  ප්‍රධාන ලේකම් ට්‍රිල්වින් සිල්වා මහතා   මෙම නඩුව   පවරා තිබිණි.
 
දිර්ඝ නඩු විභාගයට පසු තීන්දුව ලබා දෙමින් මහාධිකරණ විනිසුරුවරයා එලෙස නියෝග කළේය.
 
 

  
                    ",http://www.lankadeepa.lk/latest_news/ටිල්වින්ට-මිලියන-10ක-වන්දියක්-ගෙවන්න-විමල්ට-නියෝග/1-543711,ටිල්වින්ට මිලියන 10ක වන්දියක් ගෙවන්න විමල්ට නියෝග
"
                        (ඩයනා උදයංගනී සහ සුජිත් හේවාජුලිගේ)
 
 
නව ව්‍යවස්ථාවක් ගෙන ඒමට අවශ්‍ය සුජාතභාවය වත්මන් පාර්ලිමේන්තුවට නැතැයි විපක්ෂනායක මහින්ද රාජපක්ෂ මහතා ආණ්ඩුක්‍රම ව්‍යවස්ථා මණ්ඩලය හමුවේ අදහස් දක්වමින් අද (11) පැවසීය.
 
පළාත් පාලන මැතිවරණයේ තීන්දුව අනුව වත්මන් රජයට නව ආණ්ඩුක්‍රම ව්‍යවස්ථාවක් ගෙන ඒමේ බලයක් නැතැයි විපක්ෂනායකවරයා සඳහන් කළේය. 
 
එබැවින් වහාම පාර්ලිමේන්තු මැතිවරණයකට ගොස් පක්ෂවල ආණ්ඩුක්‍රම ව්‍යවස්ථා යෝජනා ඉදිරිපත් කර ජනතා බලයක් ලබාගත යුතු බව මහින්ද රාජපක්ෂ මහතා කීවේය.  
                    ",http://www.lankadeepa.lk/latest_news/‘අලුත්-ව්‍යවස්ථාවක්-ගෙන-එන්න-සුජාතභාවය-පාර්ලිමේන්තුවේ-නෑ’/1-543698,‘අලුත් ව්‍යවස්ථාවක් ගෙන එන්න සුජාතභාවය පාර්ලිමේන්තුවේ නෑ’
"
                        ශ්‍රී ලංකාව සහ නවසීලන්තය අතර අද (11 වැනිදා) පැවැති විස්සයි-20 තරගයේදී නවසීලන්ත කණ්ඩායම ලකුණු 35 ක ජයක් අත්කරගත්තේය.

කාසියේ වාසිය දිනාගත් නවසීලන්ත කණ්ඩායම නියමිත ඕවර 20 අවසානයේදී කඩුලු 7 ක් දැවී ලකුණු 179 ක් ලබාගත්තේය.

ශ්‍රී ලංකාව ඕවර 16.5 කදී සියලු දෙනා දැවී 144 යි

තරගය සම්බන්ධ වැඩිදුර විස්තර සඳහා http://www.kelimandala.lk/ වෙත පිවිසෙන්න.

 
                    ",http://www.lankadeepa.lk/latest_news/නවසීලන්තයට-ලකුණු-35-ක-ජයක්/1-543715,නවසීලන්තයට ලකුණු 35 ක ජයක්
"
                        (දිලීප් ජයසේකර)  
                                         
තිස්සමහාරාම වීරවිලදී අවුරුදු 32කට පෙර පුද්ගලයෙකුට වෙඩි තබා ඝාතනය කිරීම හා තවත් පුද්ගලයෙකුට වෙඩි තබා තුවාල සිදු කිරීම ඇතුළු චෝදනා දෙකකට වරදකරු වූ පුද්ගලයෙකුට හම්බන්තොට මහාධිකරණ විනිසුරු තාමර තෙන්නකෝන් මහතා අද(11) මරණ දඬුවම නියම කළේය.   
              
මෙලෙස මරණ දඬුවම නියම කෙරුණේ වීරවිල පදිංචි 69 හැවිරිදි ශේක් මර්සුක් නොහොත් සෙයි චුට්ටා නැමති සත් දරු පියෙකුටය.    
                                               
සැකකරු ඔහුගේ ඥාති පුතුන් දෙදෙනෙකු සමඟ ගවයින් මිලදීගැනීමට 1987 මාර්තු 02 දින වීරවිලට ගොස් ගවයින් සොරකම් කිරීමට යාම නිසා ඔවුන් අතර යම් මත ගැටුමක් ඇතිවී තිබේ. එම ආරවුල හේතුවෙන් සැකකරු ඥාති පුතුන් දෙදෙනාට වෙඩි තබා ඇත.  

වෙඩි වැදීමෙන් වීරවිල 08 කොලණියේ පදිංචි එම්. එස්. මොහොමඩ් ෆවුස් යන අය මිය ගිය අතර ඔහුගේ බාල සොහොයුරා වු එම්. එස්. මොහොමඩ් අරූස් නැමති අය තුවාල ලැබීය.   

මෙම සිද්ධිය සම්බන්ධයෙන් ශේක් මර්සුක් නමැත්තා පොලිසිය මගින් අත්අඩංගුවට ගෙන අධිකරණයට ඉදිරිපත් කිරීමෙන් පසු සැකකරුට එරෙහිව නිතිපතිවරයා විසින් හම්බන්තොට මහාධිකරණය හමුවේ නඩු පවරනු ලැබීය. එම සිදුවීමෙන් වසර 32කට පසුව සියලු චෝදනාවන්ට වැරදිකරු වූ සැකකරුට හම්බන්තොට මහාධිකරණ විනිසුරු තාමර තෙන්නකෝන් මහතා අද  (11) දඬුවම් නියම කළේය.       
                     
එම්.එස්.මොහොමඩ් ෆවුස් යන අයට වෙඩි තබා ඝාතනය කිරීමේ චෝදනාවට මරණ දඬුවම නියම කළ අතර එම්.එස්.මොහොමඩ් අරූස් නැමති අයට වෙඩි තබා තුවාල සිදු කිරීමේ චෝදනාවට වසර 05ක බරපතල වැඩ ඇතිව සිර දඬුවමක් හා රුපියල් 5000ක දඩ මුදලක්ද නියම කෙරුණි.     
                                               
හම්බන්තොට මහාධිකරණ විනිසුරු තාමර තෙන්නකෝන් මහතා අගුණුකොළපැලැස්ස බන්ධනාගාර අධිකාරීවරයාට නියම කරනු ලැබුවේ සැකකරු ජනාධිපතිවරයා විසින් නියම කරන ස්ථානයකදී එල්ලා මරණයට පත් කරනතෙක් වැලිකඩ බන්ධනාගාරයේ සිරකර තබන ලෙසයි.    
                                    
පැමිණිල්ල වෙනුවෙන් රජයේ අධිනීතිඥ රංගිකා රාජපක්ෂ මහත්මිය සමග තිස්සමහාරාම පොලීසියේ පොලිස් කොස්තාපල් (91147)සඳරුවන් මහතා පෙනීසිටියේය. සැකකරු වෙනුවෙන් රජයෙන් නිතිඥවරියක පත් කර තිබුණි. 
                    ",http://www.lankadeepa.lk/latest_news/වසර-32කට-පසු-යුක්තිය-ඉටුවෙයි/1-543717,වසර 32කට පසු යුක්තිය ඉටුවෙයි
"
                        (රොමේෂ් මධුෂංඛ)

තෛපොංගල් දිනය නිමිත්තෙන්  14 වැනි සඳුදා දිනයේදී උතුරේ සියලුම පාසල් වසා දැමීමට පියවර ගෙන ඇති බව උතුරු පළාත් ආණ්ඩුකාර කාර්යලය අද (11) නිවේදනයක් නිකුත් කර තිබේ.

උතුරු පළාත් ආණ්ඩුකාර සුරේන් රාඝවන් මහතා උතුරු පලාත් අධ්‍යාපන ලේකම් ඇතුළු නිලධාරීන් සමඟ සිදු කරන ලද සාකච්ඡාවකින් අනතුරුව මෙම තීරණය ගෙන ඇත.

දෙමළ ජනතාවගේ වසරේ ප්‍රධානම සැමරුමක් වන තෛපොංගල් දිනය සැමරීමට සූදානම් වීම වෙනුවෙන් උතුරේ පාසල් සඳහා තෛපොංගල් දිනට පෙර දිනය නිවාඩු දිනයක් ලෙසට නම් කොට ඇති අතර නිවාඩු දෙන සඳුදා දිනය වෙනුවට සතියේ වෙනත් නිවාඩු දිනයක උතුරේ සියලුම පාසල් කටයුතු පැවත්වීමට දිනයක් දැනුම් දෙනු ලබන බවටද උතුරු පළාත් ආණ්ඩුකාර කාර්යාලය පලාත් අධ්‍යාපන කාර්යාල හා කලාප අධ්‍යාපන කාර්යාල වෙත දැනුම් දී ඇත. 
                    ",http://www.lankadeepa.lk/latest_news/තෛපොංගල්-වෙනුවෙන්-සඳුදා-උතුරේ-සියලුම-පාසල්-වසා-දැමේ/1-543725,තෛපොංගල් වෙනුවෙන් සඳුදා උතුරේ සියලුම පාසල් වසා දැමේ
"
                        (වසන්ත චන්ද්‍රපාල)

නැගෙනහිර පළාත් සභාවේ ආණ්ඩුකාරවරයා ලෙස හිටපු අමාත්‍ය එම්.එල්.ඒ. එම්. හිස්බුල්ලා මහතා පත්﻿කිරීමට විරෝධය දක්වා මඩකලපුව දිස්ත්‍රික්කයේ හර්තාල් ව්‍යාපාරයක් ආරම්භ කර තිබේ.

මෙම හර්තාල් ව්‍යාපාරය හේතුවෙන් ප්‍රධාන මාර්ගයේ ගමනා ගමනයේද අඩුවක් දකින්නට හැකිවිය.

නැගෙනහිර දෙමළ එකමුතුව නමින් වූ සංවිධානයක් මෙම හර්තාල් ව්‍යාපාරය පිළිබඳව අත් පත්‍රිකාවක්ද නගරය පුරා බෙදා හැර තිබේ.හිස්බුල්ලා මහතා ආණ්ඩුකාර ධූරයට පත්වීම හේතුවෙන් නැගෙනහිර පළාතේ ඉඩම් බෙදීමේදී දෙමළ ජනතාවට අසාධාරණයක් වීම හේතුවෙන් මෙම හර්තාල් ව්‍යාපාරය පවත්වන අතර එයට සහය දෙන ලෙසද එම පත්‍රිකාවේ සඳහන් වී තිබේ.

දෙමළ ජනතාව බහුතරයක් ජීවත් වෙන ප්‍රදේශවල මෙම හර්තාල් ව්‍යාපාරය ක්‍රියාත්මක ව අතර මුස්ලිම් ජනතාව ජීවත්වෙන ප්‍රදේශවල මෙම හර්තාල් ව්‍යාපාරය ක්‍රියාත්මක නොවීය. මුස්ලිම් ජනතාව වාසය කරන කාත්තන්කුඩි නගරයේ කඩ සාප්පු විවෘත කර තිබෙන අයුරැ දැකීමට හැකිවිය.

මෙම ප්‍රෙද්ශය තුළ යම් සිදුවීමක් වුවහොත් එයට මුහුණ දීම සඳහා පොලිස් කණ්ඩායම් සුදානම් කර තිබූ අතර මෙම හර්තාලය හේතුවෙන් මඩකලපුව දිස්ත්‍රික්කයේ කිසිදු කලහකාරී සිදුවීමක් වාර්තා නොවූ බව මඩකලපුව ප්‍රදේශයේ උසස් පොලිස් නිලධාරියෙක් පැවසීය.







 

 

  
                    ",http://www.lankadeepa.lk/latest_news/මඩකලපුවේ-හර්තාල්/1-543723,මඩකලපුවේ හර්තාල්
