content,link,heading
"
                        (අජන්ත කුමාර අගලකඩ)
 
සේනා දළඹුවා මර්දනයට වහාම වැඩපිළිවෙළක් සකස් කරන්නැයි ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා කැබිනට් රැස්වීමේදී අද (14) ප්‍රකාශ කර ඇත.


සේනා දළඹුවා මර්දනය නොකළහොත් රටේ ආහාර සංස්කෘතියටද බරපතල ගැටලුවක් ඇතිවිය හැකි බව ජනාධිපතිවරයා කැබිනට් රැස්වීමේදී ප්‍රකාශ කර තිබේ.


රට තුළ හොඳ අස්වැන්නක් ලැබෙමින් තිබියදී සේනා දළඹුවාගේ ක්‍රියාකලාපය කෘෂි ආර්ථිකයට දැඩි බලපෑමක් එල්ල කරමින් තිබෙන බව පවසා ඇති ජනාධිපතිවරයා එය මර්දනය කිරීමට හැකි ඉක්මණින් පියවර ගත යුතු බව සඳහන් කර ඇත. 
                    ",http://www.lankadeepa.lk/latest_news/සේනා-දළඹුවා-මඬින්න-වැඩපිළිවෙළක්-හදන්නැයි-ජනපති-කියයි/1-543849,සේනා දළඹුවා මඬින්න වැඩපිළිවෙළක් හදන්නැයි ජනපති කියයි
"
                        ( නාලක සංජීව දහනායක)
 
 හිටපු ආරක්‍ෂක ලේකම් ගෝඨාභය රාජපක්‍ෂ මහතා ජනාධිපතිවරණයට ඉදිරිපත් වන්නේ නම් ඔහුට උදව් කිරීමට ශ්‍රී ලංකා පොදුජන පෙරමුණ සූදානම් යැයි කළුතර දිස්ත‍්‍රික් පාර්ලිමේන්තු මන්ත‍්‍රී රෝහිත අබේගුණවර්ධන මහතා අද (14) පැවැසීය.
 
 ජනාධිපති මෛත‍්‍රීපාල සිරිසේන, හිටපු ආරක්‍ෂක ලේකම්වරයා කිට්ටුවෙන්ම සිටින අය බැවින් ඔවුන් සමඟ ගමනක් යෑම අපහසු නොවන බවද මන්ත‍්‍රීවරයා කීය.
 
 කෙසේ වෙතත් ජනාධිපතිවරයා සහ විපක්‍ෂනායකවරයා එකතුවී රට ඉල්ලන අපේක්‍ෂකයා ජනාධිපතිවරණයට ඉදිරිපත් කරනු ඇතැයිද ඔහු වැඩිදුරටත් සඳහන් කළේය

.
බත්තරමුල්ල, නෙළුම් මාවතේ පිහිටි ශ‍්‍රී ලංකා පොදුජන පෙරමුණු කාර්යාලයේදී අද (14) පැවැති මාධ්‍ය හමුවකට එක්වෙමින් මන්ත‍්‍රීවරයා මේ බව සඳහන් කළේය. 
                    ",http://www.lankadeepa.lk/latest_news/ගෝඨාට-පොහොට්ටුවේ-සහාය/1-543852,ගෝඨාට පොහොට්ටුවේ සහාය
"
                        
 
 ( වීනීතා ගමගේ )
 
නුගේගොඩ අනුලා විද්‍යාලයට තමන්  බලෙන් ඇතුළු වූ බවට නඟන චෝදනා ප‍්‍රතික්ෂේප කරන බව බස්නාහිර  පළාත් ආණ්ඩුකාර අසාද් සාලි මහතා ප‍්‍රකාශ කළේය.
 
 
දහම් පාසල් දරුවන් මහ පාරට ඇද දමා ඇති බැවින් තමන් එහි ගොස් මැදිහත් වී දරුවන්ට දහම්පාසල  විවෘත කර  දුන් බවත් එය වරදකැයි තමන් නොදකින  බවත් හෙතෙම කියා සිටියේය.
 
 
බෞද්ධාගම වෙනුවෙන් තමන් ඉදිරිපත් වීම වරදක් දැයි තමන්  ප‍්‍රශ්න කරන බව ද ඔහු සඳහන් කළේය.
 
 
හරි කවුද වැරදි කවුද යන්න පසුව තීරණය කරන තුරු දරුවන්ට දහම්පාසැලේ ඉගෙන  ගන්නට දෙන්නැයි තමන් උපදෙස් දුන් බවත් අදාල අංශ විසින් හරි වැරද්ද තීරණය කළ පසු කරන දෙයක් කරන්නැයි තමන් පැවසූ බවත් හෙතෙම පැවැසීය.
 
 
එකී දහම් පාසලට එන දැරියන් ගෙන් වැඩි පිරිස අනුලාවේ දැරියන් යැය පැවසූ ආණ්ඩුකාරවරයා දහම් පාසල් වැසීමට නොව තව තවත් අරින්නට කටයුතු කළ යුතුයැයි  ද  යම්  පුද්ගලයෙක් කළේ යැයි කියන වරදකට දහම් පාසැලේ දරුවන් වගකිව යුතු වන්නේ දැයි ප‍්‍රශ්න කළේය.
 
 
ආණ්ඩුකාර පදවිය දරණ තමන්ට පක්ෂ පාට හෝ ජාතිය පිළිබඳ කිසිදු වෙනසක් නොවන්නනේ යැයි පැවසූ අසාද් සාලි මහතා ජනතාව වෙනුවෙන් කටයුතු කරන්නට ඒ කිසිවක් උවමනා නොවන්නේ යැයි ද පැවැසීය. 
                    ",http://www.lankadeepa.lk/latest_news/‘අනුලා-විද්‍යාලයට-බලෙන්-ඇතුළු-වුණේ-නැහැ‘/1-543853,‘අනුලා විද්‍යාලයට බලෙන් ඇතුළු වුණේ නැහැ‘
"
                        (රංජිත් රාජපක්ෂ)
                        
හැටන් පොලිස් වසමට අයත් යුන්ෆිල්ඩ් වතුයායේ පහළ කොටසේ පදිංචිව සිටි පාසල් සිසුවකුට තියුණු ආයුධයකින් පහරදී වම් අත කපා වෙන් කළ සැකකරුවකු හැටන් පොලිසිය විසින් අත්අඩංගුවට ගනු ලැබීය.

පාසල් සිසුවා සහ සැකකරු අතර පෞද්ගලික ආරවුලක් සම්බන්ධයෙන් ඇති වුවේ යැයි කියන බහින්බස් වීමක් දුරදිග යාමෙන් පසු සැකකරු පාසල් සිසුවාට පහර දී සිසුවාගේ වම් අත කපා වෙන් කර ඇති තිබේ.

සැකකරු සහ තුවාල ලැබු සිසුවා එකම නිවාස පේළියක පදිංචිකරුවෝ වෙති.

බරපතල ලෙස තුවාල ලැබු සිසුවා දික්ඔය මුලික රෝහල වෙත ඇතුළත් කිරිමෙන් පසු වැඩිදුර ප්‍රතිකාර සඳහා පේරාදේණිය ශික්ෂණ රෝහල වෙත මාරුකර යවා ඇත.

තුවාල ලද සිසුවා හැටන් කොටගල ප්‍රදේශයේ ප්‍රධාන දෙමළ පාසලක උසස් පෙළ විෂය හදාරන 18 හැවිරිදි සිසුවෙකි.

සිද්ධිය සම්බන්ධයෙන් හැටන් පොලිසිය පරීක්ෂණ පවත්වයි.







  
                    ",http://www.lankadeepa.lk/latest_news/පාසල්-සිසුවකුගේ-අත-කැපූ-පුද්ගලයෙක්-අත්අඩංගුවට/1-543851,පාසල් සිසුවකුගේ අත කැපූ පුද්ගලයෙක් අත්අඩංගුවට
"
                        
 ( රොමේෂ් මධුෂංඛ)
 
වව්නියාවේ දුෂ්කර පාසල්හි දරු දැරියන් සඳහා  අධ්‍යාපනික උපකරණ  ලබා දීමේ වැඩසටහනක්  , ශ්‍රී  ලංකා ජාතික ක්‍රිකට් කණ්ඩායමේ  හිටපු  ක්‍රිකට් ක්‍රීඩකයකු මෙන්ම ජාත්‍යන්තර තරග තීරකයෙකු වූ රොෂාන් මහනාම මහතාගේ  දායකත්වයෙන්  සිදු කෙරිණි.

‘රොෂාන් මහානාම පදනම‘  මගින් මෙම සත්කාරය සිදු කළ අතර වන්නි ආරක්ෂක සේනාමූලස්ථානය මෙම වැඩසටහන සංවිධානය  කර තිබිණි.

 රොෂාන් මහානාම මහතා වව්නියාවේ දුෂ්කර ගම්මානයක් වූ වෙහෙරතැන්න ගම්මානය ඇතුලු අවට ගම්මානයන්හි  පාසල් දරු දැරියන්ගේ අධ්‍යාපනය නගා සිටුවීමේ අරමුණින් මීට පෙර පාසල් ගොඩනැගිල්ලක්ද යුද හමුදා ශ්‍රම දායකත්වයෙන් ඉදිකළ අතර එම පාසල රෝෂාන් මහානාම විදුහල වශයෙන්ද  නම් කර ඇත.

වන්නි ආරක්ෂක සේනා ආඥාපති මේජර් ජෙනරල් කුමුදු පෙරේරා මහතාගේ අධීක්ෂණයකින් පසු ,  විදුහලේ සිසු දරුවන්ට නව වසර වෙනුවෙන් අධ්‍යාපනික උපකරණ වල අවශ්‍යතාවය පිළිබඳව ‘රොෂාන් මහානාම පදනම‘ට දැනුම් දීමෙන් පසුව මෙලෙස නව වසර වෙනුවෙන් පාසල දරුවන්ට අවශ්‍ය නිල ඇඳුම් ඇතුලු අධ්‍යාපනික උපකරණ හා වෙහෙරතැන්න පෙර පාසලේ දරු දැරියන්ටද නිල ඇඳුම් හා උපකරණ ලබා දීමට රොෂාන් මහනාම මහතා ඇතුලු පදනමේ නිලධාරීන් විසින් පියවර ගෙන තිබුණි.

පාසල් දරුවන්ට අධ්‍යාපනික උපකරණ ලබා දීමේ අවස්ථාවට ප්‍රධාන ආරාධිතයින් වශයෙන් සහභාගී වූවේද වන්නි ආරක්ෂක සේනා අඥාපති මේජර් ජෙනරල් කුමුදු පෙරේරා මහතා සහ ක්‍රිකට් ක්‍රීඩක රොෂාන් මහානාම මහතාය.


එමෙන්ම  56 සහ 62 යුද හමුදා සේනංකාධිපතිවරුන්, පාසල් ළමුන් ඇතුළු විශාල පිරිසක් මේ අවස්ථාවට  සහභාගී වී සිටියහ.

 













 
                    ",http://www.lankadeepa.lk/latest_news/වව්නියාව-වෙහෙරතැන්න-විදුහලට-‘රොෂාන්-මහානාම-පදනමෙන්‘-පාසල්-උපකරණ/1-543800,වව්නියාව වෙහෙරතැන්න විදුහලට ‘රොෂාන් මහානාම පදනමෙන්‘ පාසල් උපකරණ
"
                        ( රංජන් කස්තුරි)

 
 
 නුගේගොඩ අනුලා විද්‍යාලයේ පවත්වාගෙන ගොස් මීට සති දෙකකට පමණ පෙර වසා දැමුණු පෞද්ගලික දහම් පාසලක්  බස්නාහිර පළාත් ආණ්ඩුකාර අසාද් සාලි  මහතා අද (13) බලහත්කාරයෙන් යළි විවෘත කර තිබේ.
 
 
ව්‍යාපාරිකයකු විසින් කිසිදු අවසරයකින් තොරව එම දහම් පාසල පවත්වාගෙන ගොස් ඇති අතර  ඒ සඳහා පාසලේ  ගොඩනැගිලි   හා වෙනත්  සම්පත්  අවභාවිත  කළැයිද එම විද්‍යාලයේ විදුහල්පතිනි ජයනි ප්‍රසංගිකා මහත්මිය පැවසුවාය.
 
 තමා අධ්‍යාපන අමාත්‍යංශයට මේ පිළිබඳව කළ පැමිණිල්ලකින් පසු  පරීක්ෂණයක් පවත්වා දහම්පාසල තාවකාලිකව වසා දමා තිබු නමුත්  ආණ්ඩුකාරවරයා  තමාට දුරකතනයෙන් කතා කර අද යළි බලහත්කාරයෙන්  විවෘත කර දහම්පාසල පවත්වාගෙන ගිය වද ඇය කීවාය.
 
 
අසාද් සාලි මහතා  අනුලා විද්‍යාලයට  අද පෙරවරුවේ දහම් පාසල් ළමුන් පිරිසක් සමඟ පැමිණ  තමාට දුරකතනයෙන් කතා කර  ගේට්ටුව විවෘත කරන ලෙස දන්වා බලපෑම් කළ හෙයින්  තමා පාසලේ මුරකරුට දන්වා ගේට්ටුව විවෘත කළ බවද සඳහන් කළාය.
 
තමා ආණ්ඩුකාරවරයා බවත් ජනාධිපතිවරයාගේ නියෝජිත බවත් ආණ්ඩුකාරවරයා තමාට පැවසු බවද හෙතෙම  පැවසුවාය.
 
 මේ පිළිබඳව  විමසීමේදී අද්‍යෘපන අමාත්‍යංශයේ උසස් නිලධාරියකු පැවසුයේ  අනුලා විද්‍යාලය රේඛීය අමාත්‍යංශය යටතේ පාලනය වන ජාතික පාසලක් නිසා ඊට  මැදිහත් වීමට ආණ්ඩුකාරවරයාට බලයක් නොමැති බවයි.
 
 මෙම දහම්පාසල වසා දමන ලෙස මීට සති දෙකකට පෙර දැනුම් දී ඇතැයිද ඔහු සඳහන් කළේය.
  
                    ",http://www.lankadeepa.lk/latest_news/බස්නාහිර-ආණ්ඩුකාර-අසාද්-සාලි-අනුලාවේ-දහම්-පාසල-බලෙන්-විවෘත-කරයි/1-543796,බස්නාහිර ආණ්ඩුකාර අසාද් සාලි අනුලාවේ දහම් පාසල බලෙන් විවෘත කරයි
"
                        
 
 
බිඟුන් මේනක ගමගේ 
 
කොළඹ ඉදිකරමින් පවතින දුම්රිය කෞතුකාගාරය දුම්රිය දෙපාර්තමේන්තුවට පවරාගන්නැයි ඉල්ලමින් සමස්ත ලංකා දුම්රිය සේවකයන්ගේ පොදු සේවක සංගමය ප්‍රවාහන හා සිවිල් ගුවන් සේවා ඇමැති අර්ජුන රණතුංග මහතාට ලිපියක් යොමුකර ඇත. 
 
මෙම ඉදිකිරීම කරනු ලැබුවත් එය නීතිවිරෝධී යැයි ද එනිසා එම ඉදිකිරීම් නතර කරන්නැයි ද සංගමය ඉල්ලා ඇත.
 
1902 අංක 9 දරණ  දුම්රිය ආඥා පනතට අනුව දුම්රිය සේවයට අනුබද්ධිතව දුම්රිය සේවය තුළ කවරාකාරයක සමාගමක් වුවද, ලියාපදිංචි කිරීමට හෝ පවත්වාගෙන යාමට හෝ නෛතික ප්‍රතිපාදන නැතැයි පවසන සමස්ත ලංකා දුම්රිය සේවකයන්ගේ පොදු සේවක සංගමය මෙවැනි සමාගමක් පවත්වාගෙන යාම සඳහා පාර්ලිමේන්තු පනතක් හෝ නීතිපතිගේ අවසරයක් හෝ නොමැති යැයි ද ලිපියෙහි සඳහන් කර ඇත.
 
ඒ අනුව මේ වනවිට කොළඹ ටෙක්නිකල් හංදියේ දුම්රිය මූලස්ථානය ආසන්නයේ පිහිටි භූමිය අත්පත් කරගැනීම නීති විරෝධී යැයි ද මේ සම්බන්ධයෙන් දුම්රිය බලධාරින් කිසිදු සොයා බැලීමක් නොකරන අතර වෘත්තීය සමිති නායකයන් කීප දෙනනෙකු ද මීට සම්බන්ධ යැයි එම සංගමය චෝදනා කරයි.
 
දුම්රිය දෙපාර්තමේන්තුවේ ඉඩම් හා ගොඩනැගිලි ද මහජන බැංකුවේ මුදල් හා නාවික හමුදාවේ භටයන් යොදාගෙන දේශපාලන බලය පාවිච්චි කරමින් පෞද්ගලික ධනය සත පහක් හෝ වැය නොකර මෙම කෞතුකාගාරය ඉදිකරන්නේ කෙසේ දැයි ප්‍රශ්න කරන්නේ යැයි ද  එම ලිපියෙහි වැඩිදුරටත් සඳහන් වේ.  
                    ",http://www.lankadeepa.lk/latest_news/දුම්රිය-කෞතුකාගාරය-පවරාගන්නැයි-ඇමැතිගෙන්-ඉල්ලයි/1-543805,දුම්රිය කෞතුකාගාරය පවරාගන්නැයි ඇමැතිගෙන් ඉල්ලයි
"
                        දේශපාලන ඕනෑ එපාකම් මත උතුරු හා නැගෙනහිර පළාත්වල බලහත්කාරයෙන් සිදුකෙරෙන බෞද්ධාගමීකරණ කටයුතු වහාම නතර කළ යුතු යැයි උතුරු පළාත් ආණ්ඩුකාර ආචාර්ය සුරේන් රාඝවන් මහතා පවසයි.

එම පළාත්වල සිදුකෙරෙන බෞද්ධාගමීකරණය නතර කර ගැනීම සඳහා තමා මහානායක හිමිවරුන් හමුවී සාකච්ඡා කිරීමට බලාපොරොත්තු වන බව ද ඔහු කියයි.

දේශපාලන වුවමනා එපාකම් මත මෙවැනි කටයුතුවල යෙදෙන පිරිස් සමඟ සාකච්ඡා කිරීමට ද තමා අපේක්‍ෂා කරන බව උතුරු පළාත් ආණ්ඩුකාරවරයා සඳහන් කරයි.

ඉරිදා ඉංග්‍රීසි පුවත්පතකට සම්මුඛ සාකච්ඡාවක් ලබාදෙමින් උතුරු පළාත් ආණ්ඩුකාරවරයා ඒ බව ප්‍රකාශකර ඇත. 
එම සම්මුඛ සාකච්ඡාවේදී ඔහු මෙසේ ද පවසා තිබේ. 

“දේශපාලනික වුවමනා එපාකම්වලට උතුරු හා නැගෙනහිර පළාත්වල බෞද්ධාගමීකරණයක් සිදුවෙමින් තිබෙනවා. එසේ කිරීම බුදු දහමට පටහැනියි. ඒ වගේම ප්‍රජාතන්ත්‍ර විරෝධීයි. එසේ කරන පිරිස් සමඟ සාකච්ඡා කිරීමට මම බලාපොරොත්තු වෙනවා. මම මේ සම්බන්ධයෙන් මහනායක හිමිවරුන් සමඟ සාකච්ඡා කිරීමට බලාපොරොත්තු වෙනවා. මේවා පිටිපස්සේ ඉන්නේ කවුද කියලා අපිට හොයාගන්න පුළුවන් වේවි. 

උතුරේ පළාතේ ආණ්ඩුකාරවරයා විදියට විතරක් නොවෙයි. දෙමළ ජාතිකයකු විදියට විතරක්  නොවෙයි, බෞද්ධ දර්ශනය පිළිපදින ඊට ගෞරව කරන කෙනෙක් විදියට වෙන දේවල් හරියි කියන්න බැහැ. මම ඒ ගැන අවධානය යොමු කරනවා. 

ඔබ සත්‍ය වශයෙන්ම බෞද්ධයෙක් නම්, ඔබ කිසිවක් උල්ලංඝනය කරන්නේ නැහැ වගේම කිසිවක් කිරීම නවත්වන්න අවශ්‍ය වන්නේත් නැහැ. සත්‍ය බෞද්ධයකුට කිසිවක් ව්‍යාප්ති කරන්න අවශ්‍ය වන්නේ නැහැ වගේම යම්කිසි ක්‍රියාදාමයක් නවත්වන්න අවශ්‍ය වන්නේත් නැහැ. ප්‍රතික්ෂේප කිරීම හා අත්හැරීම බුදු දහමේ මූලික කරුණුයි.

එම නිසා දේශපාලන වුවමනා එපාකම් නිසා උතුරු පළාතේ කෙරෙන බෞද්ධාගමීකරණය නැවැත්විය යුතුයි. එහෙත් එම ප්‍රදේශවල සිංහල ජනාවාස තිබෙනවා නම්, දීර්ඝකාලයක් මුළුල්ලේ හමුදා කඳවුරු තිබෙනවා නම් ඒවායේ සිටින සෙබළුන්ට ඔවුන්ගේ ආගමික වතාවත්වල යෙදීමට පෞද්ගලික ස්ථාන තිබිය යුතුයි. එය නවත්වන්න අපට බැහැ. 

දේශපාලන වුවමනා එපාකම් මත කරන බෞද්ධාගමීකරණය නැවැත්විය යුතුයි. අපි මේවාට විරුද්ධ විය යුතුයි. මිනිස්සු තමන්ගේ ප්‍රජාතනත්්‍රවාදී නොවන ක්‍රියාකාරකම් සඟවාගන්න යන අඳුරුතම තැන ආගම කියලා අපි දන්නවා.                    

- 055  
                    ",http://www.lankadeepa.lk/latest_news/උතුරු---නැගෙනහිර-බෞද්ධාගමීකරණය-වහාම-නවත්වන්න/1-543797,උතුරු - නැගෙනහිර බෞද්ධාගමීකරණය වහාම නවත්වන්න
"
                        කටහඬ පරීක්ෂණයක් සඳහා පොලිස්පති පුජිත ජයසුන්දර මහතා අද (14)  රජයේ රස පරීක්ෂක දෙපාර්තමේන්තුවට කැඳවා  තිබේ.

ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා සහ හිටපු ආරක්ෂක ලේකම් ගෝඨාභය රාජපක්ෂ මහතා  ඝාතනය කිරීමට කුමන්ත්‍රණයක් පැවතියේ යැයි කියන සිදුවීමට අදාළව   මෙම  හඬ පරීක්ෂණය  ලබා  ගැනීමට රජයේ රස පරීක්ෂකවරයා පොලිස්පතිවරයා  කැඳවා තිබේ.  

 
 පොලිස්පතිවරයා මේ වන විට  රජයේ රස පරීක්ෂක දෙපාර්තමේන්තුවට පැමිණ ඇත.

 

 (36698)



(ඡායාරූපය - ශාන්ත රත්නායක) 
                    ",http://www.lankadeepa.lk/latest_news/කටහඬ-පරීක්ෂණයක්-සඳහා-පොලිස්පතිවරයා-කැඳවයි/1-543809,කටහඬ පරීක්ෂණයක් සඳහා පොලිස්පතිවරයා කැඳවයි
"
                        සබරගමුව විශ්ව විද්‍යාලයට  අනුබද්ධිතව  නව වෛද්‍ය  පීඨයක් ඉදි කර තිබේ.
 
 ශ්‍රී ලංකාවේ වෛද්‍ය අධ්‍යාපනය පුළුල් කිරීමේ අරමුණින්  කුරුවිට බටුහේනේ ඉදි  කර ඇති මෙම   නව වෛද්‍ය පීඨය  මේ මස 17 වැනිදා  විවෘත කිරීමට නියමිතය.
 
මෙහි පළමු අදියර  යටතේ වෛද්‍ය ශිෂ්‍ය ශිෂ්‍යාවන් 75 දෙනකු බඳවාගනු ලබන අතර ඔවුන් ලියාපදිංචි කිරීමද  විවෘත කිරීමේ දිනදී සිදු කිරීමට නියමිත බව සබරගමුව විශව විද්‍යාලයේ උපකුලපති  මහාචාර්ය සුනිල් ශාන්ත මහතා සඳහන් කළේය.
 
 
වෛද්‍ය පීඨයට අවශ්‍ය අති නවීන පහසුකම්  සහ තාක්ෂණයෙන් යුත්  රසායනාගාර පහසුකම්, බඳවා ගන්නා සිසුන්ට පුර්ණ නේවාසික පහසුකම් මෙහි ස්ථාපිත කර තිබේ.
 
 
විගණකාධිපති දෙපාර්තමේන්තුව යටතේ  කුරුවිට බටුහේනේ ඉදි කර තිබු    පුහුණු මධ්‍යස්ථානය වෛද්‍ය පීඨයක ඇති අවශ්‍යතාව මත පදනම්ව සබරගමු විශ්ව විද්‍යාලයට පවරා දීමෙන් අනතුරුව මෙම වෛද්‍ය පීඨය ඉදි කළ බව උපකුලපති  මහාචාර්ය සුනිල් ශාන්ත මහතා පැවසීය
 
 
 මෙම වෛද්‍ය පීඨය ඉදි කිරීමත් සමඟ ලංකාවේ  10 වැනි වෛද්‍ය පීඨය ලෙස  මෙම වෛද්‍ය පීඨය නම් කළ හැකිය.
 
එමෙන්ම වයඹ සහ මොරටුව විශ්ව විද්‍යාලයන්හිද වෛද්‍යපීඨ ඉදි කිරීමට නියමිතය.
 
 
වෛද්‍ය පීඨය විවෘත කිරීමට සමගාමීව  නිදහස් සෞඛ්‍ය සේවයේ ගුණාත්මක භාවය ජනතාවට ලබාදීමේ අරමුණින් රත්නපුර මහ රෝහල ශික්ෂණ රෝහලක් කර ජනතා අයිතියට  පැවරීමද සිදු කිරීමට නියමිතය.
 
 
 සෞඛ්‍ය,පෝෂණ හා දේශිය වෛද්‍ය දොස්තර රාජිත සේනාරත්න මහතාගේ  සංකල්පයකට අනුව  මෙය ඉදි කෙරුණු අතර  අමාත්‍යවරයාගේ සහ අග්‍රාමාත්‍ය රනිල්වික්‍රමසිංහ මහතාගේ ප්‍රධානත්වයෙන් 17 වැනිදා  නව වෛද්‍ය විද්‍යාලය සිසු අයිතියට පැවරීමට නියමිත බවද  උප කුලපතිවරයා සඳහන් කළේය.

(36698)

 





 
                    ",http://www.lankadeepa.lk/latest_news/සබරගමුව-සරසවියට-නව-වෛද්‍ය-පීඨයක්/1-543820,සබරගමුව සරසවියට නව වෛද්‍ය පීඨයක්
