content,link,heading
"
                        (රේඛා තරංගනී ෆොන්සේකා)

 මොරටුව නගර සභාවේ මාසික මහ සභා රැස්වීමේදී   එහි විපක්ෂය වන එක්සත් ජනතා නිදහස් සන්ධාන මන්ත්‍රීවරු  සිව් දෙනෙක්   ආණ්ඩු  පක්ෂය වන  ශ්‍රී ලංකා පොදුජන පෙරමුණට  සහය පළ කරමින්  ආණ්ඩු පක්ෂයේ අසුන් ගත්හ.

 ශ්‍රී ලංකා පොදුජන පෙරමුණු බලය හිමි  මොරටුව මහ නගර සභාවේ ජනවාරි මස  පළමු මහ සභා රැස්වීම නගර සභාවේදී මේ මොහොතේදී පැවැත්වේ. 

 නගරාධිපති සමන්ලාල් ප්‍රනාන්දු මහතාගේ ප්‍රධානත්වයෙන්  රැස්වීම ආරම්භ කෙරිණි.

එහිදි එක්සත් ජනතා සන්ධානයෙන් ඉවත් වූ මන්ත්‍රීවරුන් ශ්‍රී ලංකා පොදුජන පෙරමුණට සහය පළකරමින් ආණ්ඩු පක්ෂයට එක්වීමෙන්  ආණ්ඩු පක්ෂයේ මන්ත්‍රීවරුන්  27 ක්  වන  අතර විපක්ෂයේ  මන්ත්‍රීවරුන්  සංඛ්‍යාව 21 ක් වේ. 

 







 
                    ",http://www.lankadeepa.lk/latest_news/මොරටුව-නගර-සභාවේ-එජනිස-මන්ත්‍රීවරු-4ක්-ආණ්ඩු--පක්ෂයේ-අසුන්-ගනිති/1-543241,මොරටුව නගර සභාවේ එජනිස මන්ත්‍රීවරු 4ක් ආණ්ඩු  පක්ෂයේ අසුන් ගනිති
"
                        ( නිමන්ති රණසිංහ)


පුද්ගලයින් 11 දෙනෙකු  පැහැර ගැනීමේ සිද්ධියේ ප්‍රධාන සැකකරුවකුට බාධා කළැයි නාවික හමුදාවේ  ගොඩබිම් මෙහෙයුම් අධ්‍යක්ෂ රියර් අද්මිරාල්  සේරසිංහ මහතාගෙන් මේ වන විට  ප්‍රකාශ සටහන් කරගනිමින් සිටින බව අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුව  අද (02) අධිකරණයට දැනුම් දුන්නේය.


කොළඹ කොටුව මහෙස්ත්‍රාත් රංග දිසානායක මහතා  ඉදිරියේදී අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුව මෙම කරුණු දැක්වීම සිදු කළේය.


කොටහේන ප්‍රදේශයේ තරුණයින් 11 දෙනෙකු පැහැරගෙන ගොස් අතුරුදන් කිරීමේ සිද්ධිය සම්බන්ධයෙන් පවතින නඩුව අද අධිකරණයේදී විභාගයට ගත් අවස්ථාවේදී මෙම කරුණු දැක්වීම සිදු කළේය.


එම සිද්ධියේ ප්‍රධාන සාක්කිකරුවකු වු ලුතිනන් කමාන්ඩර් ක්‍රිෂාන්ත වෙලගෙදර යන අයට  බලපෑම් කළැයි සාක්කිකරු විසින් අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවේ ජ්‍යෙෂ්ඨ නියෝජ්‍ය පොලිස්පති රවී සෙනවිරත්න මහතා වෙත දිවුරුම් ප්‍රකාශයක් මගින් දැනුම් දීමකට අනුව මෙම ප්‍රකාශ සටහන් කර ගැනීම සිදු  කරන බවට අධිකරණයට කරුණු වාර්තා කළේය. 
                    ",http://www.lankadeepa.lk/latest_news/අද්මිරාල්--සේරසිංහගෙන්-ප්‍රකාශ-සටහන්-කරගනී/1-543183,අද්මිරාල්  සේරසිංහගෙන් ප්‍රකාශ සටහන් කරගනී
"
                        (පැතුම් දර්ශන)
 
 පහළ යාන්ඔය ව්‍යාපෘතියෙන්  අහිමි වූ ඉඩම් සඳහා වන්දි ලබාදීම ප්‍රමාද වීමත් ඒ සඳහා රජයේ මැදිහත්වීම අවම මට්ටමක පවතින බව  පවසමින් ඉඩම් අහිමි වූ ජනතාව අද (2) විරෝධතාවයක් ඇරඹුහ.
 
ඔවුහු මේ වන විට හොරොව්පොතාන ප්‍රාදේශීය ලේකම් කාර්යාලය වටලා තිබේ. 
 
හොරොව්පොතාන ප්‍රාදේශීය ලේකම්  කොට්ඨාසයේ යාන්ඔය ව්‍යාපෘතියට යටවන මාවතවැව, වාගොල්ලාකඩ, අලියාකඩ, යන ගම්මානවල ජනතාව මෙම විරෝධතාවයට එක්වූහ. 
 
හොරව්පොතාන පොලිසිය විසින් ප්‍රාදේශීය ලේකම් කාර්යාලයට දැඩි ආරක්ෂාවක් ලබා දී තිබේ.





 
                    ",http://www.lankadeepa.lk/latest_news/පහළ-යාන්ඔයෙන්-ඉඩම්-අහිමිවූවෝ-ප්‍රා-ලේ-කාර්යාලය-වටලති/1-543185,පහළ යාන්ඔයෙන් ඉඩම් අහිමිවූවෝ ප්‍රා.ලේ කාර්යාලය වටලති
"
                        (හිරාන් ප්‍රියංකර ජයසිංහ)

පුත්තලම නොරෝච්චෝලේ දළුව ප්‍රදේශයේ ගෙවල් 80 ගම්මානයේ දෙපිරිසක් අතර අද (01) රාත්‍රීයේ ඇතිවූ ගැටුමකින් කැපුම් තුවාල ලැබූ අට දෙනෙකු පුත්තලම රෝහලට ඇතුළත් කළ බව නොරෝච්චෝල පොලිසිය කියයි.

ගැටුමට සම්බන්ධ පාර්ශ්ව දෙකේ පිරිස් කඩු සහ පිහිවලින් එල්ල කරගත් ප්‍රහාර වලින් තුවාල ලබා තිබේ.

පුත්තලම මූලික රෝහලේ සහ කල්පිටිය දිසා රෝහලේ ගිලන් රථ අදාල ගැටුම සිදුවූ ස්ථාන වෙත ගෙන්වා තුවාලකරුවන් පුත්තලම මූලික රෝහල වෙත යැවීමට නොරෝච්චෝල පොලිසිය කටයුතු කර තිබේ.

මෙම ගැටුමේන් අට දෙනෙකු තුවාල ලබා ඇති අතර එයින් එක් අයකුට බරපතල බවත් කැපුම් තුවාල ලැබූ අට දෙනා අතර කාන්තාවන් තිදෙනෙකුද සිටින බව පුත්තලම මූලික රෝහලේ ප්‍රකාශකයකු පැවැසීය. 
                    ",http://www.lankadeepa.lk/latest_news/පුත්තලමේ-දෙපිරිසක්-අතර-ඇතිවූ-ගැටුමකින්-8ක්-රෝහලේ/1-543158,පුත්තලමේ දෙපිරිසක් අතර ඇතිවූ ගැටුමකින් 8ක් රෝහලේ
"
                        
 
ඉන්දිකා රාමනායක
 
නාවික හමුදාවේ නව මාධ්‍ය ප‍්‍රකාශකවරයා වශයෙන් ලූතිනන් කමාන්ඩර්  ඉසුරු  සූරියබණ්ඩාර මහතා  අද (1) සිට පත්කර ඇති බව නාවික හමුදාව කියයි.


මහනුවර ධර්මරාජ විද්‍යාලයේ ආදි සිසුවකු වන  ලූතිනන් කමාන්ඩර් ඉසුරු සුරියබණ්ඩාර මහතා 2006 වසරේ දී 45  වැනි ශිෂ්‍ය භට   නිලධාරී බඳවා ගැනීම යටතේ නාවික හමුදාවට බැදී ඇති අතර  2008 වසරේ ඒ මහතා අධිකාරියට පත්ව ඇත.


ජෙනරාල් ශ්‍රීමත් ජෝන් කොතලාවල ආරක්ෂක  විශ්ව විද්‍යාලයේ කළමනාකරණ පිළිබඳ විද්‍යාවේදී උපාධියක් හිමිකරගෙන ඇති ඒ මහතා ඉන්දියාවේ  ගරුඩා  නාවික ගුවන් පුහුණු ආයතනයේ  නාවික ගුවන් නිරීක්ෂණ පිළිබඳව පාඨමාලවක් ද, ඉන්දියාවේ  වෙන්ඩුරුති නාවික පුහුණු ආයතනයේ උප ලූතිනන් තාක්ෂණික පාඨමාලාව , නාවික හා සාගරික විද්‍යා පීඨයේ කණිෂ්ඨ නාවික  අණ හා මාණ්ඩලික පාඨමාලාව  ඇතුළු දෙස් විදෙස් පාඨමාලා රැසක්  හදාරා ඇත.


වසර 12 ක සේවා කාලය තුළ විවිධ  තනතුරු හෙබවූ ඒ මහතා නාවික හමුදා මාධ්‍ය ප‍්‍රකාශකවරයා මීට ප‍්‍රථම  නාවික හමුදා මුලස්ථානයේ  මණ්ඩලික නිලධාරි  විදේශ සබදතා  ලෙස  රාජකාරි කර ඇති බව නාවික හමුදාව සඳහන් කරයි. 
                    ",http://www.lankadeepa.lk/latest_news/නාවික-හමුදාවේ-මාධ්‍ය-ප්‍රකාශක-තනතුරට-ලුතිනන්-කමාන්ඩර්-ඉසුරු-සුරියබණ්ඩාර/1-543154,නාවික හමුදාවේ මාධ්‍ය ප්‍රකාශක තනතුරට ලුතිනන් කමාන්ඩර් ඉසුරු සුරියබණ්ඩාර
"
                        ( චන්දන ප‍්‍රනාන්දු) 


නව වසර උදාවත් සමඟ ඉතාලියේ රෝම නගරයේ උපත  බිලින්දන් සිව් දෙනාගෙන්  එක් දරුවෙකු  ශ‍්‍රී ලාංකික මාපිය යුවළකට උපත ලැබූ දරුවෙකු  බව එරට  මාධ්‍ය වාර්තා කරයි.

රෝමයේ  සාන්ත  පිලිප් නේරි රෝහලේදී   2019 නව වසර  උදා වී අලුයම 12 යි තත්පර 10ට  කිලෝ 4.8 ක් බරැති මෙම දරුවා උපත ලබා තිබේ.

 වසර ගණනාවක සිට ඉතාලියේ රෝමයේ  සාන්ත පියෙත්‍රා  ප‍්‍රදේශයේ ජීවත්වන ප‍්‍රසාද් බණ්ඩාර හා මධුභාෂිණි යාපා යුවළට  ඉපදුණු  මෙම දරුවා ඉතාලියට ගෞරවයක් වශයෙන් ‘ඉතලෝ බණ්ඩාර ‘  ලෙස නම් කර ඇති බව එරට මාධ්‍ය වාර්තා කර ඇත.

රෝමයේ මේ වසරේදී  ඉපැදුණු  දරුවන් සිව් දෙනාගෙන්  එක්  අයකු ලෙස ඉතලෝ බණ්ඩාර දරුවා උපත ලබා ඇත.

එම ලාංකික දෙමාපියන්ට සුභ පැතීමට රෝම නගරාධිපතිනී  වර්ජිනියා රෙජ්ජි මහත්මියද ඊයේ (01)  උදෑසන එම රෝහලට පැමිණ තිබේ.  

ලංකාවේ හොරණ ප‍්‍රදේශයේ පදිංචි මෙම පවුල වසර කීපයක සිට රෝමයේ  රැකියාව  කරන බව වාර්තා වේ.

 





    
  
                    ",http://www.lankadeepa.lk/latest_news/ඉතාලියේදී-උපන්-2019-මුල්ම-දරුවන්-සිව්දෙනාගෙන්-අයෙක්-ශ්‍රී-ලාංකිකයෙක්/1-543182,ඉතාලියේදී උපන් 2019 මුල්ම දරුවන් සිව්දෙනාගෙන් අයෙක් ශ්‍රී ලාංකිකයෙක්
"
                        (ඩයනා උදයංගනී)
 
අසනීප තත්ත්වයේ පසුවන කොළඹ නව කෝරළයේ ප‍්‍රධාන සංඝනායක, කොළඹ 02, හුණුපිටිය ගංගාරාම විහාරාධිපති ආචාර්ය ගල්බොඩ ඤාණිස්සර නා හිමියන්ට සෙත් පැතීමේ ආශීර්වාද පිංකමක් ගංගාරාම විහාරස්ථානයේදී අද (1) පැවැත්විණි. 

කොටුගොඩ ධම්මාවාස ශ්‍රී ලංකා අමරපුර මහා සංඝ සභාවේ උත්තරීතර මහ නා හිමියන් ප‍්‍රමුඛ මහා සංඝරත්නය 700 නමකට අධික සංඛ්‍යාවකගේ සහභාගීත්වයෙන් මෙම පිංකම පැවැත්විණි.

ගංගාරාම විහාරස්ථානය, චීන රජයට හා එක්සත් ජාතීන්ගේ සංවිධානයට අනුබද්ධ ලෝක සාම සංවිධානයේ ශ්‍රී ලංකා ශාඛාව සහ කළුතර බෝධි භාරකාර මණ්ඩලය එක්ව මෙම පිංකම සංවිධානය කර තිබිණි.ජනාධිපති මෛත‍්‍රීපාල සිරිසේන, විපක්‍ෂනායක මහින්ද රාජපක්‍ෂ, එක්සත් ජාතික පක්‍ෂ නියෝජ්‍ය නායක, නිවාස හා ඉදිකිරීම් අමාත්‍ය සජිත් ප්‍රේමදාස යන මහත්වරුන් ඇතුළු මැති ඇමතිවරුන් රැසක් ද මෙම අවස්ථාවට එක්ව සිටියහ.

මෙම ආශීර්වාද පිංකම සඳහා දිවයිනේ සිව් දිගින් වැඩම කර සිටි මහා සංඝරත්නය බේරේවැව මධ්‍යයේ පිහිටි ගංගාරාම විහාරස්ථානයට අයත් සීමා මාලකයේ සිට විහාරස්ථාන ධර්ම ශාලාවට වැඩම කරවනු ලැබුවේ දර්ශනීය පෙරහැරකිනි.

නර්තන කණ්ඩායම්, බෙර කණ්ඩායම්, අලි ඇතුන් සහිත පෙරටු කරගත් මෙම පෙරහැරෙහි, මුතු කුඩ යටින් මහා සංඝරත්නය විහාරස්ථ ධර්ම ශාලාව කරා වැඩමවනු ලැබිණි.විහාරස්ථ ධර්ම ශාලාවේ පනවා තිබූ අසුන්වල භික්‍ෂූන් වහන්සේ අසුන් ගැන්වීමෙන් අනතුරුව පිංකමේ කටයුතු ආරම්භ කෙරිණි.

විපක්‍ෂ නායක මහින්ද රාජපක්‍ෂ මහතා ඇතුළු මැති ඇමතිවරුන් විසින් ගංගාරාම විහාරස්ථානයේ බෝධීන් වහන්සේ වෙත මල් පහන්, ගිලන්පස පූජා කිරීමෙන් අනතුරුව පිරිස පංච ශීලයෙහි පිහිටුවනු ලැබූයේ කොටුගොඩ ධම්මාවාස මහ නා හිමියන් විසිනි.
අනතුරුව දැනට අසනීප තත්ත්වයේ පසුවන ගල්බොඩ ඤාණිස්සර නා හිමියන්ට ආශීර්වාද පතා බෝධි පූජාවක් හා සෙත් පිරිත් සජ්ජායනයක් පැවැත්විණි.

කොළඹ හුණුපිටිය ගංගාරාම විහාරවාසී, ආචාර්ය කිරින්දේ අස්සජි හිමියන්,  පොදු සැපයීම් හා ආර්ථික ප‍්‍රතිසංස්කරණ කැබිනට් නොවන අමාත්‍ය ආචාර්ය හර්ෂ ද සිල්වා, ආරක්‍ෂක රාජ්‍ය අමාත්‍ය රුවන් විජයවර්ධන, පාර්ලිමේන්තු මන්ත‍්‍රීවරුන් වන ෆයසිර් මුස්තාපා, ආචාර්ය බන්දුල ගුණවර්ධන, ශ්‍රී ලංකා පොදුජන පෙරමුණේ සභාපති මහාචාර්ය ජී.එල් පීරිස්, කළුතර බෝධි භාරකාර මණ්ඩලයේ සභාපති, ගංගාරාම විහාරස්ථ දායක සභාවේ සාමාජික අජිත් සොයිසා යන මහත්වරුන් ඇතුළු පිරිසක් මෙම අවස්ථාවට එක්ව සිටියහ.

ඡායාරූප - ඉෂාන් සංජීව







 
                    ",http://www.lankadeepa.lk/latest_news/ගංගාරාම-පොඩි-හාමුදුරුවන්ට-සෙත්පතා-පිංකමක්/1-543155,ගංගාරාම පොඩි හාමුදුරුවන්ට සෙත්පතා පිංකමක්
"
                        (ඉන්දිකා රාමනායක)

ශි‍්‍ර ලංකා නාවික හමුදාවේ වශයෙන්  වයිස් අද්මිරාල් පියල් ද සිල්වා මහතා අද (01) නාවික හමුදා මූලස්ථානයේ දී වැඩබාර ගත්තේය.

හිටපු නාවික හමුදාපති අද්මිරාල්  සිරිමෙන් රණසිංහ මහතාගේ සමුගැනීමේ උත්සවය ද  අද පෙරවරුවේ පැවැත්විණි.

හිටපු නාවික හමුදාපති අද්මිරාල්  සිරිමෙවන් රණසිංහ මහතා විසින් නව නාවික හමුදාපතිවරයා වෙත සුභ පතමින්  නාවික හමුදාපති ධූරයේ සංකේතවත් අසිපත පිළිගැන්වීමෙන් පසු නව නාවික හමුදා සම්ප‍්‍රදානුකූලව ඒ මහතා ආචාර මැද සිය ධුරයෙන් නික්ම ගියේය.

ඉන් අනතුරුව නව නාවික හමුදාපතිවරයා  සර්ව ආගමික වතාවත් මැද සිය ධුරයේ වැඩ බාර ගත්තේය.

එහිදී නව නාවික හමුදාපතිවරයා වෙත  විශේෂ  සම්මාන  ආචාර පෙළපාලියක් ද  පිරිනැමිණි.

මෙම අවස්ථාවට ඒ මහතාගේ බිරිද වන අරුන්දතී  ජයනෙත්ති මහත්මිය හා පුතුන් වන යෙහාන් සහ දුලින ඇතුලු  ජ්‍යෙෂ්ඨ නාවික හමුදා  සමාජිකයන් රැසක්ම සහභාගි වූහ.







 

  
                    ",http://www.lankadeepa.lk/latest_news/නව-නාවික-හමුදාපති-වැඩ-බාරගනී/1-543157,නව නාවික හමුදාපති වැඩ බාරගනී
"
                        (සමන් විජය බණ්ඩාර)


මාවනැල්ල බුදු පිළිම කැඩිමේ සිද්ධියේ සැකකරුවන් හත් දෙනා අද (02 ) මාවනැල්ල මහෙස්ත‍්‍රාත් අධිකරණයට ඉදිරිපත් කිරිමෙන් පසුව ජනවාරි මස 16 වැනිදා දක්වා රක්ෂිත බන්ධනාගාර ගත කරන ලෙස මාවනැල්ල දිසා විනිසුරු මහෙස්ත‍්‍රාත් උපුල් රාජකරුණා මහතා  නියෝග කළේය. 


බුදු පිළිම වලට හානි කිරිම සම්බන්ධයෙන් මෙම පුද්ගලයන් පසුගිය 26 වැනි දින අත්අඩංගුවට ගෙන තිබුණු අතර සිද්ධියට සම්බන්ධ තවත් ප‍්‍රධාන සැකකරුවන් දෙදෙනෙක් අත්අඩංගුවට ගැනිමට මෙ වන විට පොලිස් හා විශේෂ කාර්ය බලකා සෙබළුන් ඇතුළු බුද්ධි අංශවල කටයුතු මෙ වන විට සිදු  වෙමින් පවතින  බව පොලීසිය පවසයි.


මෙලෙස අත්අඩංගුවට ගැනිමට නියමිත සැකකරුවන් මෙහි ප‍්‍රධාන පෙළේ සමාජිකයන් වන මාවනැල්ල දෙල්ගහගොඩ පදිංචි එකම පවුලේ අයියා සහ මල්ලි   මෙලෙස  රක්ෂිත බන්ධනාගාරගත කර තිබේ.


නඩුව අද දිනයේ විභාගයට ගත් මොහොතේ මාවනැල්ල බුදු පිළිම කැඩිමට අමතරව අදාල සැකකරුවන් ගම්පොල, පොල්ගහවෙල, ඇතුලූ තවත් ප‍්‍රදේශ කිහිපයක බුදු පිළිම කැඩිමේ සිද්ධින් වලට සම්බන්ධ බව පොලිසිය මගින් මහෙස්ත‍්‍රාත්වරයා දැනුවත් කර අතර ඉදිරි දින වල එම ප‍්‍රදේශවල අධිකරණයන් වලට ඉදිරිපත් කිරිමට අවසරය ඉල්ලා සිටි අතර එහිදි පොල්ගහවෙල මහෙස්ත‍්‍රාත් අධිකරණයට පමණක් ජනවාරි 9 වැනිදා ඉදිරිපත් කිරිමට අවශ්‍ය නියෝගය ලබා දිම එහිදි සිදු විය.


දැනට වැරදි කරුවන් බවට පත් වි අද රක්ෂිත බන්ධනාගාර ගත කරන ලද හත් දෙනා අවුරුදු 25 ට අඩු වයස් සිමාවන් වල පසුවෙන අය වන බවද පොලිසිය කියයි. 


මෙ වන විට අත්අඩංගුවට ගැනිමට සිටින සැකකරුවන් දෙදෙනා වයස අවුරුදු 26 ක් සහ අනිත් සැකකරු වයස අවුරුදු 29 ක් වන බවද පොලිසිය පවසයි. 


මෙලෙස මෙම චෝදනාවේ වැරදි කරුවන් වන සියලූ දෙනා මාවනැල්ල දෙල්ගහගොඩ, දානාගම, හිගුල වැනි මාවනැල්ල අවට ප‍්‍රදේශ වල පදිංචිකරුවෝ වෙති.  
                    ",http://www.lankadeepa.lk/latest_news/මාවනැල්ලේ-බුදු-පිළිම-කැඩූ-හත්-දෙනා-රිමාන්ඩ්/1-543186,මාවනැල්ලේ බුදු පිළිම කැඩූ හත් දෙනා රිමාන්ඩ්
"
                        (රොමේෂ් මධුෂංඛ)
 
පසුගිය දෙසැම්බර් 21 වැනි දා සිට තාවකාලිකව නවතා තිබූ මන්නාරම් සමූහ මිනීවලේ කැනීම් කටයුතු යළි ආරම්භ කිරීමටත්  එම මිනීවල අද (2) සිට පුළුල් කිරීමටත් පියවර ගත් බව කැනීම් කටයුතු බාර විශේෂඥ අධිකරණ වෛද්‍ය ශමින්ද රාජපක්ෂ මහතා කීය.

මේ අනුව 122 වැනි දිනට කැනීම් කටයුතු අද දිනයේදී ආරම්භ කෙරිණි. ඉදිරි දින කිහිපය තුළ පළමුව සමූහ මිනීවල වටා ඉදිකර ඇති ආරක්ෂිත වැට ඉවත්කර ආවරණය ඉවත් කිරීමේ කටයුතු සිදු කරන බව විශේෂඥ අධිකරණ වෛද්‍ය ශමින්ද රාජපක්ෂ මහතා පැවසීය.

එහිදී වැඩිදුරටත් අදහස් දැක්වූ වෛද්‍ය ශමින්ද රාජපක්ෂ මෙසේ කීය.

‘‘ මන්නාරම් සමූහ මිනීවලේ අයින්වල මතුකරගෙන ඇති ඇටසැකිලි ඉවත් කිරීමට යාමේදී හානි විය හැකියි. ඒ නිසා අපි තීරණය කළා මේ වළ පුළුල් කරන්න ඕනෑ කියලා ඒ අනුව ප්‍රධාන පාර දෙසටත් අතුරු මාර්ගයක් පිහිටි දෙසටත් අපි පුළුල් කරන්න පියවර ගත්තා. ඒ අනුව මීටර් දෙකක් පමණ අපි මේ වළ පුළුල් කරනවා ඒකට හේතුව මේ වලේ මායිමෙත් සිරුරු කොටස් තියෙන නිසා එහාටත් ඇති කියල හිතනවා. අපිට පරික්ෂණ කටයුතු නවත්වන්න වෙන්නේ සම්පූර්ණයෙන්ම අවසන් වන මායිමක් දක්වා යන්න ඕනෑ.

‘ඒ නිසා අද අපි පස්කපන යන්ත්‍රයක් දාලා මගේ නිරීක්ෂණයෙන් පුළුල් කරන ප්‍රදේශයේ උඩ පස් ඉවත් කරලා ඉතිරි ප්‍රමාණය සාමාන්‍ය පරිදි කැනීම් සිදුකරගෙන යන්න සූදානමින් ඉන්නවා. යනුවෙනි.

දැනට සිදුකරන ලද කැනීම් වලදී සොයාගත් අස්ථි කොටස්වලින් මිනිස් සිරුරු 283 කට අදාළ අස්ථි මේ වන විට ක්‍රමානුකූලව මතුකර ගැනීමට හැකි වී ඇති බවත්, ඉන් සිරුරු 274 කට අදාළ කොටස් කැනීම් මගින් ඉවත් කර මන්නාරම් මහෙස්ත්‍රාත් අධිකරණයේ විශේෂිත කුටියක තැන්පත් කර ඇති අතර මතුවු අස්ථි කොටස් අතර ළමුන් 21 දෙනෙකුගේ යැයි සැක කුඩා ප්‍රමාණයේ අස්ථි කොටස් හමුවී කැනීම් මගින් ඉවත් කරගෙන ඇති බවද විශේෂඥ අධිකරණ වෛද්‍ය නිලධාරියා වැඩිදුරටත් සඳහන් කළේය.







  
                    ",http://www.lankadeepa.lk/latest_news/මන්නාරම්-මිනීවලේ-කැනීම්-යළි-අරඹයි/1-543187,මන්නාරම් මිනීවලේ කැනීම් යළි අරඹයි
