content,link,heading
"
                         ( තිළිණි ද සිල්වා )

 
වත්මන් රජය විසින් පසුගියදා පාර්ලිමේන්තුව තුළ එළිදක්වන ලද නව ව්‍යවස්ථා යෝජනා ඒකීය ශ්‍රී ලංකාව රටවල් නමයකට බෙදා වෙන් කිරීමේ සැලසුමක් යැයි ගෝලීය ශ්‍රී ලාංකික සංසදය කියා සිටී.
 
මෙම යෝජනාවලිය මඟින් පැහැදිලිය ඔප්පු වී තිබෙන තිබෙන කරුණ වන්නේ සන්ධීය රාජ්‍යයක් නැතහොත් ෆෙඩර්ල් රාජ්‍යයක් බිහිකිරීම සඳහා පිඹුරුපත් සැකසීම බවත් , ගෝලීය ශ්‍රී ලාංකික සංසදයේ සභාපති සුනිල් චන්ද්‍රකුමාර මහතා පෙන්වා දේ.
 
එබැවින් ‘‘ ඒකීය ’’ යන සිංහල වචනය පමණක් භාවිතයට ගනිමින් ඉදිරිපත් කර ඇති කූට බෙදුම්වාදී ලියවිල්ල එකහෙළා ප‍්‍රතික්ෂේප කරමින් ඊනියා බෙදුම්වාදීන්ගේ උත්සාහය පරාජයට පත් කිරීමට ජාති , පක්ෂ පාට භේදයකින් තොරව එක්වන්නැයි ගෝලීය ශ්‍රී ලාංකික සංසදය සමස්ත ලාංකිකයින් ගෙන් ඉල්ලා සිටින බවද එහි සභාපති සුනිල් චන්ද්‍රකුමාර මහතා කියා සිටී.
 
ශ්‍රී ලංකා ආණ්ඩුක‍්‍රම ව්‍යවස්ථා මණ්ඩල වාර්තාවේ පළමු වන පරිච්ජේදයෙන්ම ශ්‍රී ලංකාවේ අනාගත ස්වභාවයෙහි ඒකීය තත්ත්වයක් නොමැති බව මැනවින් දක්වා ඇති බවත් සඳහන් කරන ගෝලීය ශ්‍රී ලාංකික සංසදය පෙන්වා දෙන්නේ 
 
එය එම වාර්තාවෙහි ශ්‍රී ලංකා රාජ්‍යයෙහි ස්වභාවය විස්තර කරනු ලබන ‘‘ ශ්‍රී ලංකාව ආණ්ඩුක‍්‍රම ව්‍යස්ථාවේ නිශ්චිත දක්වා ඇති බලතල ක‍්‍රියාත්මක කරනු ලබන්නා වූ මධ්‍යම ආයතන සහ පළාත් ආයතන සංයුක්ත වන්නා වූ ඒකීය රාජ්‍යයක් ( ඔරුමිත්ත නාඩු)  වන්නාවූ නිදහස් ස්වෛරී ,ස්වාධීන ජනරජයක් වේ ’’ යන වගන්තියෙන් පැහැදිලි වන බවද කියා සිටී.                                     
                    ",http://www.lankadeepa.lk/latest_news/‘ලංකාව-රටවල්-9කට-බෙදා-වෙන්කිරීමේ-සැලසුමක්-ඇතැයි-ගෝලීය-ලාංකික-සංසදය-කියයි‘/1-544044,‘ලංකාව රටවල් 9කට බෙදා වෙන්කිරීමේ සැලසුමක් ඇතැයි ගෝලීය ලාංකික සංසදය කියයි‘
"
                        පිලිපීනයේ  නිල සංචාරයක නිරත ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා  සහ පිලිපීන ජනාධිපති රොඩ්රිගෝ ඩියුටර්ට්  මහතා  අතර  පැවති   ද්විපාර්ශවික සාකච්ඡා වලින් අනතුරුව ලංකාව සහ පිලිපීනය අතර  අවබෝධතා ගිවිසුම් 05 කට අත්සන් තබා තිබේ.

 
දෙරටෙහි රාජ්‍ය නායකයින්ගේ  හමුව එරට ජනාධිපති මන්දිරයේ දී පැවැත්වුණු  අතර ඉන් අනතුරුව රාජ්‍ය නායකයන් ඉදිරියේ මෙම අවබෝධතා ගිවිසුම්වලට අත්සන් තැබිණි. 
 
 දෙරට අතර ආරක්ෂක සහයෝගීතාවය ඉහළ නංවා ගැනීම පිළිබද අවබෝධතා ගිවිසුමට මුලින්ම අත්සන් තැබුණු අතර , පිලිපීන රජය වෙනුවෙන් එරට ජාතික ආරක්ෂක දෙපාර්තමේන්තුවේ ලේකම් ඩෙල්ෆින් එන්. ලොරෙන්සානා  මහතා ඊට අත්සන් තැබුවේය.
 
 ශ්‍රී ලංකා රජය වෙනුවෙන් විදේශ කටයුතු අමාත්‍ය තිලක් මාරපන මහතා ගිවිසුමට අත්සන් තැබුවේ ය.
 
ඉන් අනතුරුව ශ්‍රී ලංකාව සහ පිලිපීනය අතර සංචාරක සහයෝගීතාවය ඉහළ නංවා ගැනීම පිළිබද නව අවබෝධතා ගිවිසුමට අත්සන් තැබිණි.
 
 ඊට පිලිපීන රජය වෙනුවෙන් පිලිපීන සංචාරක දෙපාර්තමේන්තුවේ ලේකම්  බර්නඩෙත් රොමුසුලෝ පියෙට් මහතා අත්සන් තැබූ අතර ශ්‍රී ලංකා රජය වෙනුවෙන් විදේශ කටයුතු අමාත්‍ය තිලක් මාරපන මහතා අත්සන් තැබුවේ ය.


දෙරට අතර කෘෂිකාර්මික සහයෝගීතාවය ඉහළ නංවා ගැනීම පිළිබද නව අවබෝධතා ගිවිසුමකට ද අත්සන් තැබිණි.
 
ඊට ද ශ්‍රී ලංකා රජය වෙනුවෙන් විදේශ කටයුතු අමාත්‍ය තිලක් මාරපන මහතා අත්සන් තැබූ අතර, පිලිපීන රජය වෙනුවෙන් එරට කෘෂිකර්ම දෙපාර්තමේන්තුවේ සහකාර ලේකම්  වෝල්ඩෝ කාප්රෝ මහතා අත්සන් තැබීය.
 
කෘෂිකර්ම සංවර්ධන හා ගොවි ජන සේවා අමාත්‍යවරයා ලෙස  ජනාධිපති මෛත්‍රීපාල සිරිසේන  මහතා 2 008 වසරේ දී පිලපීනයේ කළ සංචාරයේ දී එවකට පිලිපීනයේ කෘෂිකර්ම ලේකම්වරයා සමඟ  පවත්වන ලද සාකච්ඡාවක ප්‍රතිඵලයක් ලෙස අද ජනාධිපතිවරයා ලෙස එතුමා ඉදිරියේ දී මෙම ගිවිසුමට එළැඹීම විශේෂත්වයකි. 
 
ඉන් අනතුරුව අත්සන් තැබුණේ දෙරට අතර අධ්‍යාපන සහයෝගීතාවය ඉහළ නංවා ගැනීම පිළිබද නව අවබෝධතා ගිවිසුමට යි.
 
ශ්‍රී ලංකා රජය වෙනුවෙන් පිලිපීනයේ ශ්‍රී ලංකා තානාපති අරුණි රණරාජා මහත්මිය ඊට අත්සන් තැබූ අතර පිලිපීන රජය වෙනුවෙන් එරට උසස් අධ්‍යාපන කොමිසමේ  මහාචාර්ය ඩී.වේරා   මහතා අත්සන් තැබීය.
 
ශ්‍රී ලංකාවේ කෘෂිකර්ම පර්යේෂණ ප්‍රතිපත්ති සභාව සහ පිලිපීනයේ ලොස් බානෝස් විශ්වවිද්‍යාලය අතර කෘෂිකර්ම තාක්ෂණික සහයෝගීතාවය පිළිබඳව අවබෝධතා ගිවිසුමකට ද අත්සන් තැබිණි.
 
ජාතික කෘෂිකර්ම පර්යේෂණ පද්ධතියේ විද්‍යාඥයන්ට පශ්චාත් උපාධි පාඨාමාලා සඳහා අවස්ථාව උදාකර දීම එහි අරමුණයි. 
 
පිලිපීනයේ ශ්‍රී ලංකා තානාපතිනි අරුණි රණරාජා මහත්මිය හා ලොස් බානොස් විශ්වවිද්‍යාලයේ කුලපති ආචාර්ය  ප්‍රනෑන්ඩෝ සී සැන්චේස් මහතා විසින්  ඊට අත්සන් තබන ලදී.

(36698)





 
                    ",http://www.lankadeepa.lk/latest_news/ලංකාව-පිලිපීනය-අතර-අවබෝධතා-ගිවිසුම්-5කට-අත්සන්-තැබේ/1-544029,ලංකාව-පිලිපීනය අතර අවබෝධතා ගිවිසුම් 5කට අත්සන් තැබේ
"
                        (ඩයනා උදයංගනී)

මහා සංඝරත්නයේ ආශීර්වාදය නොලද ව්‍යවස්ථාවක් පාර්ලිමේන්තුවට ඉදිරිපත් නොකරන ලෙසත් නව ව්‍යවස්ථාවක් අවශ්‍ය නම් මහා සංඝරත්නයේ නියෝජනය ද ඇතුළත් ව්‍යවස්ථා සම්පාදන කමිටුවකට එය භාරකරන ලෙසත් බුද්ධ ශාසන කාර්ය සාධක මණ්ඩලය විශේෂ ප්‍රකාශයක් නිකුත් කරමින් කියා සිටී.

එහි සභාපති දිවියාගහ යසස්සී නා හිමියන් ,අග්ගමහා පණ්ඩිත කොටුගොඩ ධම්මාවාස, ආචාර්ය ඉත්තෑපානේ ධම්මාලංකාර, දොඩම්පහළ චන්ද්‍රසිරි මහ නා හිමිවරුන්, බුද්ධ ශාසන කාර්ය සාධක මණ්ඩලයේ මහලේකම්වරුන් වන තිරිකුණාමලේ ආනන්ද මහ නා හිමියන් හා මහාචාර්ය අගලකඩ සිරිසුමන නා හිමියන්, වැලමිටියාවේ කුසලධම්ම, බලංගොඩ සෝභිත, අකුරැටියේ නන්ද නා හිමිවරුන්, ජ්‍යෙෂ්ඨ මහාචාර්ය කන්දේගොඩ විමලධම්ම අනු නා හිමියන්, සීලගම විමල හිමියන්, සිරි වජිරාරාමයේ ඤාණසීහ හිමියන් ඇතුළු මහා සංඝරත්නය මෙම ප්‍රකාශයට අත්සන් තබා ඇත.

ඊට අමතරව සමස්ත ලංකා බෞද්ධ මහා සම්මේලනයේ සභාපති ජගත් සුමතිපාල, සම්මානනීය සාමාජිකයින් වන චන්ද්‍ර නිමල් වාකිෂ්ඨ, සුරේන් අභය ගුණසේකර, ධර්ම විජය පදනමේ සභාපති සුමේධ අමරසිංහ, තරුණ බෞද්ධ සංගමයේ උප සභාපති කුසුම් බන්දු සමරවික්‍රම, පරම විඥානාර්ථ බෞද්ධ සංගමයේ සභාපති එස්.පී වීරසේකර, ශාසන සේවක සමිතියේ උපසභාපති ආචාර්ය ජයන්ත වත්තේවිදාන, සමස්ත ලංකා බෞද්ධ කාන්තා සම්මේලනයේ සභාපති ජීවනී සුගුණදාස, රාජ්‍ය සේවා බෞද්ධ සංගමයේ සභාපති එම්.කේ.බී දිසානායක, බෞද්ධ නීතීඥ සංගමයේ නියෝජිත ජනාධිපති නීතීඥ මනෝහර ද සිල්වා, බෞද්ධ සහයෝගිතා කේන්ද්‍රයේ සභාපතිනි ආචාර්ය හේමා ගුණතිලක, මහාබෝධි සංගමයේ උප සභාපති වසන්ත ද සිල්වා, කොළඹ ජයග්‍රහණය සංගමයේ සභාපතිති විශේෂඥ වෛද්‍ය අනුලා විජේසුන්දර, දම්රිවි පදනමේ සභාපති සභාපති මහාචාර්ය අසංග තිලකරත්න, බෞද්ධ නීතීඥ සංගමයේ නියෝජිත ජනාධිපති නීතීඥ ප්‍රසන්න ලාල් ද අල්විස්, කමිටු සම්බන්ධීකාරක පානි වෑවල, සම්මානනීය සාමාජික එච්.ඩබ්ලිව් ආරියවංශ යන  ගිහි බෞද්ධ සංගම් නියෝජනය කරන මහත්ම මහත්මීන් ඇතුළු 29 දෙනෙකුගේ අත්සනින් යුතුව නිකුත් කර ඇති මෙම ප්‍රකාශයේ මෙසේ ද සඳහන් වේ.





 
                    ",http://www.lankadeepa.lk/latest_news/මහා-සංඝරත්නයේ-ආශීර්වාදය-නොලද-ව්‍යවස්ථාවක්-පාර්ලිමේන්තුවට-ඉදිරිපත්-නොකරන්න/1-544003,මහා සංඝරත්නයේ ආශීර්වාදය නොලද ව්‍යවස්ථාවක් පාර්ලිමේන්තුවට ඉදිරිපත් නොකරන්න
"
                        ඩී. ඒ. රාජපක්ෂ කෞතුකාගාරය ඉදිකිරීමේදී  මුදල් අවභාවිත කළැයි කියන සිද්ධිය සම්බන්ධයෙන් හිටපු ආරක්ෂක ලේකම් ගෝඨාභය රාජපක්ෂ මහතාට එරෙහි නඩුව මෙ මස 22 දා සිට දිනපතා විභාග කරන්නැයි විශේෂ ත්‍රිපුද්ගල මහාධිකරණය නියෝග  කර තිබේ.

මැදමුලන ඩී. ඒ. රාජපක්ෂ කෞතුකාගාරය ඉදිකිරීමේදී රුපියල් මිලියන 33 ක් අවභාවිත කළැයි  ඔහුට විරුද්ධව චෝදනා ගොනු කර තිබේ. 

මෙම නඩුව අද (17)   විශේෂ ත්‍රිපුද්ගල මහාධිකරණයේදී  කැදැවිණි.

(36698) 
                    ",http://www.lankadeepa.lk/latest_news/ගෝඨාට-එරෙහි--මූල්‍ය-චෝදනා-නඩුව-දිනපතා-විභාගයට/1-544019,ගෝඨාට එරෙහි  මූල්‍ය චෝදනා නඩුව දිනපතා විභාගයට
"
                        බ්‍රිතාන්‍ය අගමැතිනි තෙරේසා මේට එරෙහිව පාර්ලිමේන්තුවට ඉදිරිපත් වූ විශ්වාසභංග යෝජනාවෙන්  ජයග්‍රහණය කිරීමට ඇය සමත් වී ඇත.

කම්කරු පක්ෂ නායක ජෙරමි කෝබන් මහතා විසින් ආණ්ඩුවක් එරෙහි විශ්වාසයභංග යෝජනාව පාර්ලිමේන්තුවට ඉදිරිපත් කර තිබුණි.

ඇය මෙම ජයග්‍රහණය ලබා ගත්තේ යුරෝපා සංගමයෙන් ඉවත් වීමේ යෝජනාව පරාජය වීමෙන් දිනකට පසුවයි.

ඇයට පක්ෂව ඡන්ද 325 ද විරුද්ධව ඡන්ද 306 ද ලැබී ඇත.

(63226) 
                    ",http://www.lankadeepa.lk/latest_news/තෙරේසා-මේ-විශ්වාසභංගය-ජයගනී/1-544017,තෙරේසා මේ විශ්වාසභංගය ජයගනී
"
                        පිලීපීනයේ නිල සංචාරයක් සදහා  පිටත්ව ගිය  ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා  පිලිපීන ජනාධිපති රොඩ්රිගෝ ඩියුටර්ට් මහතා අතර නිල හමුව අද (16) පස්වරුවේ සිදු විය. 
 
එරට ජනාධිපති මන්දිරය වන මලකන්යන්ග් මන්දිරය වෙත ගිය ජනාධිපති   මෛත්‍රීපාල සිරිසේන මහතා  පිලිපීන ජනාධිපති රොඩ්රිගෝ ඩියුටර්ට් මහතා  විසින් ඉතා උණුසුම් ලෙස පිළිගනු ලැබීය. 
 
රාජ්‍ය නායක දෙපළ අතර සුහද කතා බහකින් අනතුරුව දෙරට අතර ද්විපාර්ශ්වික සාකච්ඡා ආරම්භ කෙරිණි
 
හමුදා උත්තමාචාර පිළිගන්වමින් අභිමානවත් අයුරින් මෙම පිළිගැනීම සිදු වූ අතර කුඩා දරු දැරියන් ද ශ්‍රී ලංකා සහ පිලිපීන ජාතික ධජ ළෙලවමින් ඊට එක්ව සිටියහ.
 
 එමෙන්ම සංස්කෘතිකාංග රැසකින් ද මෙම අවස්ථාව වර්ණවත් විය.
 
ශ්‍රී ලංකාව සහ පිලිපීනය අතර 58 වසරක රාජ්‍ය තාන්ත්‍රික සබඳතාවල දි ශ්‍රී ලංකා ජනාධිපතිවරයෙකුට ආරාධනා හිමි  වූ පළමු අවස්ථාව මෙයයි.

(36698)











 

  
                    ",http://www.lankadeepa.lk/latest_news/ශ්‍රී-ලංකා----පිලිපීන-ජනපතිවරු-සාකච්ඡා-අරඹති/1-543999,ශ්‍රී ලංකා  - පිලිපීන ජනපතිවරු සාකච්ඡා අරඹති
"
                        (  ඉන්දිකා රාමනායක සහ බිමල් ශ්‍යාමන් ජයසිංහ)

රුපියල් කෝටි හයකට අධික වටිනාතමින් යුතු හොරොන් තොගයක් ත්‍රිරෝද  රථයකින් ප්‍රවාහනය කරමින් සිටි සැකකරුවෙකු කඩුවෙල කොතලාවල ප්‍රදේශයේ දී පොලිස් මත්ද්‍රව්‍ය නාශක කාර්යාංශය විසින් අත්අඩංගුවට ගත් බව පොලිසිය කියයි.

සැකකරු 53 හැවිරිදි පුද්ගලයකු වන අතර ඔහු සතුව හෙරොයින් කිලෝ 6 යි ග්‍රෑම් 24 තිබී සොයා ගත් බව පොලිසිය පවසයි.

මේ වනවිට මහර රිමාන්ඩ් බන්ධනාගාරයේ සිටින මහා පරිමාණ මත්ද්‍රව්‍ය ජාවාරම්කරුවක් වන මොහොමඩ් සිද්දික් නැමැත්තා ජංගම දුරකථන ඔස්සේ මෙම ජාවාරම මෙහෙයවා ඇති බව සැකකරුගෙන් කළ ප්‍රශ්න කිරීම්වලදී හෙළි වී ඇත.

සැකකරු අද (17) කඩුවෙල මහේස්ත්‍රාත්  අධිකරණයට ඉදිරිපත් කර දින 7 ක රැදවුම් නියෝග ලබා ගැනීමට නියමිතයි.

 



 

(ඡායාරූපය - බිමල් ශ්‍යාමන් ජයසිංහ) 
                    ",http://www.lankadeepa.lk/latest_news/කෝටි-හයක-හෙරොයින්-කඩුවෙලින්-අල්ලයි/1-544014,කෝටි හයක හෙරොයින් කඩුවෙලින් අල්ලයි
"
                        (ටී. කේ. ජී. කපිල )

 
කටුනායක අත් වැසුම් නිෂ්පාදනය කරනු ලබන කර්මාන්තශාලාවක සේවකයින් සංවිධානය කළ ලේ දන්දීමේ වැඩසටහනක දැන්වීමක්, සිය කර්මාන්තශාලාවේ දැන්වීම් පුවරුවක ඇලවූ නිසා එහි සේවකයින් 05 දෙනෙකු සේවයෙන් නෙරපා හැරීමට එරෙහිව එහි සේවකයෝ  දින 07 ක සිට  කටුනායක නිදහස් වෙළෙඳ කළාපය ඉදිරිපිට  අඛණ්ඩ  විරෝධතාවක නියැලී සිටිති.
 
මෙම කර්මාන්තශාලාව  බ්‍රිතාන්‍යයට අයත් ආයෝජන ව්‍යාපෘතියකි. කර්මාන්තශාලාවට අයත් තවත් කර්මාන්තශාලා 05 ක් ඇති අතර, මෙම කර්මාන්තශාලාවේ පමණක් සේවකයෝ  1200 ක් පමණ සේවය කරමින් සිටිති.
 
මෙම සේවකයින් තම සේවක වෘත්තීය සමිතිය පිහිටුවා වසර දෙකක් සපිරීම නිමිත්තෙන්, ඉකුත් 2015 වසරේ සැප්තැම්බර් මස ලේ දන්දීමේ ව්‍යාපාරයක් සංවිධානය කර, ඒ පිළිබඳව දැන්වීමක් සේවක නිර්මාණ ඉදිරිපත් කරන ""කැට්පත් පවුර'' නැමැති දැන්වීම් පුවරුවේ අලවා තිබේ.
 
මෙයට උරණ වූ කම්හල් පාලනාධිකාරිය ඊට මුල් වූ සේවක වෘත්තීය සමිතියේ නායකයින් 05 දෙනෙකුට එරෙහිව විනය පරීක්ෂණයක් ආරම්භ කර තිබේ.
 
පසුව පසුගිය 11 වැනි දින උදෑසන  8.00 ට මෙම කම්හලේ මානව සහ පිරිස් පාලන අංශයට මෙම සේවකයින් කැදවූ කම්හල් පාලනාධිකාරිය එම විනය පරීක්ෂණයේ අවසාන නිගමනය ප්‍රකාශයට පත් කරමින් මොවුන් 05 දෙනා සේවයෙන් නෙරපා හැර තිබේ.
 
මෙයට එරෙහිවූ සේවකයින් මේ පිළිබඳව මීගමුව සහකාර කම්කරු කොමසාරිස් හමුවේ පැමිණිලි කළ අතර, කම්හල ගත් එම  තීරණයට එරෙහිව අඛණ්ඩ සේවක විරෝධතා ව්‍යාපාරයක් ද එදින සිටම කටුනායක නිදහස් වෙළෙඳ කළාපය ඉදිරිපිට ආරම්භ කර තිබුණි.
 
රැකියා අත් හිටුවීමකට ලක් වී ඇති මෙම සේවකයින් මෙම කම්හල වෙනුවෙන් දීර්ඝ කාලීනව ඉටු කර ඇති මෙහෙය වෙනුවෙන් රන් තිළිණවලින් පිදුම් ලැබීමට නිර්දේශ වී ඇතත්, වර්තමාන තත්ත්වය මුල් කරගනිමින්  කම්හල් පාලනාධිකාරිය මොවුන්ට  මෙම තිළිණ ප්‍රදානය කිරීම ප්‍රතික්ෂේප කර ඇති බව මෙසේ විරෝධතා දක්වන සේවකයෝ පැවසූහ.
 
මෙම කම්හල් පාලනාධිකාරිය ආරක්ෂක අංශය ඇතුළු අනෙකුත් කාර්යාලීය නිලධාරී පුරප්පාඩු සදහා විශ්‍රාමික පොලිස් සහ හමුදා නිලධාරීන් බදවා ගනිමින් කම්හල තුළ හමුදා පරිපාලනයක් ඇති කරමින් සේවකයින් පීඩනය පත් කිරීමට ද උත්සාහ ගන්නා බවට ද මෙම සේවකයෝ චෝදනා කළහ.
 
 මෙම දැන්වීම ඇලවූ බව පිළිගත් මෙම කර්මාන්තශාලාවේ තවත් සේවකයෙකු අවවාද ලිපියක් නිකුත් කර දිගටම මෙම කම්හලේ සේවයෙහි තබා ගෙන ඇති බව පවසන මෙම විරෝධතා දක්වන සේවක පිරිස, මෙසේ අසාධාරණ ලෙස සේවයෙන් ඉවත් කළ  මෙම වෘත්තීය සමිති නායකයින් යළි සේවයේ පිහිටුවන තුරු මෙසේ අඛණ්ඩව අරගල කරන බවද පැවසීය. 




 
  
                    ",http://www.lankadeepa.lk/latest_news/කටුනායක-කර්මාන්තශාලාවක-සේවකයෝ-අඛණ්ඩ-උපවාසයක/1-544040,කටුනායක කර්මාන්තශාලාවක සේවකයෝ අඛණ්ඩ උපවාසයක
"
                        (රංජන් කස්තුරි)

පළාත් සභා මැතිවරණය කඩිනමින් පැවැත්වීම සඳහා පාර්ලිමේන්තුවේදී ඉක්මන් විසඳුමකට එළැඹෙන්නැයි මැතිවරණ කොමිෂන් සභාව ජනාධිපතිවරයා අගමැතිවරයාට සහ දේශපාලන පක්ෂ නායකයින්ට ලිපියක් යවමින් ඉල්ලීමක් කර තිබේ.

මැතිවරණ කොමිෂන් සභාවේදී ඉකුත් දා පැවැති දේශපාලන පක්ෂ නායකයින්ගේ රැස්වීමකදී එළැඹි තීන්දු තීරණ ඇතුළත් සාකච්ඡා සටහන්ද සමඟ මැතිවරණ කොමිෂන් සභාව එම ලිපිය  යවා ඇත.

දේශපාලන පක්ෂ නායකයින්ගේ රැස්වීමේදී පළාත් සභා මැතිවරණය පැවැත්වීම සඳහා ගත හැකි ක්‍රියාමාර්ග හතරක් පිළිබඳව සාකච්ඡා කෙරුණු බවද එම විකල්ප ක්‍රියාමාර්ග වලින් ඕනෑම ක්‍රියාමාර්ගයක් ගැනීමට පාර්ලිමේන්තුව කටයුතු කිරීම වැදගත් වනු ඇතැයිද මැතිවරණ කොමිෂන් සභාව දේශපාලන පක්ෂ නායකයින්ට යවා ඇති එම ලිපියේ සඳහන් කර ඇතැයිද පැවැසේ.

මේ පිළිබඳව ලංකාදීපය කළ විමසුමකදී මැතිවරණ කොමිෂන් සභාවේ ප්‍රකාශකයෙකු සඳහන් කළේ දැනට පවතින නෛතික ගැටළු විසඳුනහොත් ජනාධිපතිවරණයට පෙර පළාත් සභා මැතිවරණයක් පැවැත්වෙනු ඇති බවය. 
                    ",http://www.lankadeepa.lk/latest_news/මැතිවරණ-කොමිසමෙන්-ජනපතිට--අගමැතිට-ලිපියක්/1-544001,මැතිවරණ කොමිසමෙන් ජනපතිට- අගමැතිට ලිපියක්
"
                        ( ප්‍රසාද් රුක්මල් සහ පාලිත ආරියවංශ )

බඹර  ප්‍රහාරයකින්  ඇල්ල  බල්ලකැටුව ප්‍රදේශයේ පාසලක සිසුහු 70 දෙනකු රෝහල් ගත කර ඇතැයි ඇල්ල පොලීසිය පවසයි.

පාසලේ නිවාසන්තර මලල ක්‍රීඩා  උළෙල පැවැත්වෙන අතරතුරදී  මෙම අනතුර සිදු වී ඇත.

 තුවාල ලැබු සිසුහු දෙමෝදර සහ බදුල්ල මහ රෝහල්වලට ඇතුළු කර ඇතැයි පොලීසිය පවසයි. 
                    ",http://www.lankadeepa.lk/latest_news/බඹර-ප්‍රහාරයකින්-සිසුහු-70ක්-රෝහලේ/1-544041,බඹර ප්‍රහාරයකින් සිසුහු 70ක් රෝහලේ
