content,link,heading
"
                        2018 මුල්‍ය පනත යටතේ ඩීසල් සහ පෙට්‍රල් වාහන සියල්ලටම ජනවාරි 1 පළමුවැනිදා සිට බලපැවැත්වෙන පරිදි කාබන් බද්දක් පනවන බව මෝටර් ප්‍රවාහන කොමසාරිස් ජනරාල් ඒ.එච්.කේ ජගත් චන්ද්‍රසිරි මහතා පවසයි.

විදුලි බලයෙන් ධාවනය කෙරෙන මෝටර් රථ මෙම බද්දෙන් නිදහස් කෙරෙන අතර ඩීසල් සහ පෙට්‍රල් වාහනවට බද්ද පැනවන්නේ ඉන්ධන පරිභෝජනය අනුව යැයි චන්ද්‍රසිරි මහතා මාධ්‍ය හමුවේ අදහස් දක්වමින් කීය.

මෙම බද්ද නිෂ්පාදිත වර්ෂය වසර පහකට අඩු නිෂ්පාදිත වර්ෂය වසර පහත් දහයත් අතර සහ නිෂ්පාදිත වර්ෂය වසර දහයකට වැඩි යන අංශ තුන යටතේ අයකරන බවද කොමසාරිස් ජනරාල්වරයා පැවසීය.

පෙට්‍රල් හෝ ඩීසල් හෝ භාවිත කරන දෙමුහුන් (හයිබ්‍රිඞ්) වාහනවලට ඒවායේ එන්ජින් ධාරිතාව සහ නිෂ්පාදිත වර්ෂය පහකට අඩු නම් ඝන සෙන්ටිමීටරයකට සත 25ක් ද නිෂ්පාදිත වර්ෂය පහත් දහයත් අතර නම් ඝන සෙන්ටිමීටරයකට සත 50ක් ද නිෂ්පාදිත වර්ෂය දහයකට වැඩි නම් ඝන සෙන්ටිමීටරයකට රුපියලක් වශයෙන් ද බද්ද අයකරන බව ඔහු පැවසීය.

පෙට්‍රල් හෝ ඩීසල් හෝ භාවිත කරන සාමාන්‍ය මෝටර් රථවල නිෂ්පාදිත අවුරුද්ද පහකට අඩු නම් ඝන සෙන්ටිමීටරයකට සත 50ක් ද, නිෂ්පාදිත වර්ෂය පහත් දහයත් අතර නම් ඝන සෙන්ටිමීටරයකට රුපියලක් ද නිෂ්පාදිත වර්ෂය දහයකට වැඩි නම් ඝන සෙන්ටිමීටරයකට රුපියලයි සත 50ක් ලෙස ද බදු පනවන බව කොමසාරිස් ජෙනරාල්වරයා කීවේය.

මගී ප්‍රවාහන බස්රථවල නිෂ්පාදිත වසර අවුරුදු පහකට අඩු නම් රුපියල් 1,000ක් ද නිෂ්පාදිත වසර අවුරුදු පහත් දහයත් අතර නම් රුපියල් 2,000ක් ද එය වසර දහයකට වැඩි නම් රුපියල් 3000ක්ද වශයෙන් බදු පැනවෙන බව ද කොමසාරිස් ජෙනරාල් චන්ද්‍රසිරි මහතා පැවැසීය.

ආදායම් බලපත්‍ර ලබා ගැනීමේදී මෝටර් රථ ප්‍රවාහන දෙපාර්තමේන්තුවේ පළාත් කොමසාරිස්වරුන් හරහා අදාළ ගෙවීම් කළ හැකි බව ද ඔහු කීය.

කාබන් බද්ද මේ වසරේදී අනිවාර්ය නැති බවත් එය ලබන වසරේ සිට අනිවාර්ය බවත් කොමසාරිස් ජනරාල්වරයා 2020 වසර සඳහා ඒ.එච්.කේ. ජගත් චන්ද්‍රසිරි මහතා කීය. ආදායම් බලපත්‍ර ලබාගැනීමේදී 2019 වසර වෙනුවෙන්ද බද්ද අයකරන බව පැවසීය.

මේ සම්බන්ධයෙන් සියලුම දිස්ත්‍රික් ලේකම්වරුන්ට උපදෙස් දී ඇතැයි ද ජගත් චන්ද්‍රසිරි මහතා තවදුරටත් කීවේය. 

ඩේලිමිරර් ඇසුරිනි

055

  
                    ",http://www.lankadeepa.lk/latest_news/ජනවාරි-සිට-වාහන-වලට-කාබන්-බද්දක්/1-543612,ජනවාරි සිට වාහන වලට කාබන් බද්දක්
"
                        ඉන්දිකා රාමනායක
  
කොළඹ වෙඩි තැබීමේ සිද්ධීන්  රැසකට  සම්බන්ධ පාතාලේ  යතුරුපැදිකරු  වන ‘‘පප්පා’’ නැමැත්තා මත්කුඩු හා  අත්බෝම්බ දෙකක් සමඟ  කොළඹ අපරාධ විමර්ශන කොට්ඨාසය විසින් කෙත්තාරාම  මාර්ගයේ දී අත්අඩංගුවට ගත් බව  පොලිසිය කියයි.

මෙලෙස අත්අඩංගුවට ගෙන ඇත්තේ  බමුණු ආරච්චිගේ  දුමින්ද, හෙවත්  මොහොමඩ් සල්මාන් රිල්වාන් (28)  නැමැත්තා බවද   පොලිස් මාධ්‍ය ප්‍රකාශක පොලිස් අධිකාරි රුවන් ගුණසේකර මහතා පැවසීය.

මොහු  මාලිගාවත්තේ ප්‍රබල පාතාල සාමාජිකයකු වන දැනට ඩුබායි රටේ සැඟව සිටින ‘‘කංජිපානි  ඉම්බ‍්‍රාන් ’’  නැමැත්තාගේ ගෝලයකු බවද පොලිසිය සඳහන් කරයි.

මෙම සැකකරු සම්බන්ධයෙන් ලැබුණු තොරතුරු අනුව මාලිගාවත්ත කෙත්තාරාමේ දී මෙම සැකකරු අත්අඩංගුවට ගෙන තිබු අතර අත්අඩංගුවට ගන්නා අවස්ථාවේ සැකකරු  සතුව හෙරොයින් ග‍්‍රෑම් 5 යි  මිලි ග‍්‍රෑම් 340 ක ප‍්‍රමාණයක් තිබී ඇත. 
                    ",http://www.lankadeepa.lk/latest_news/පාතාලේ-යතුරුපැදි-ශූරයා-අත්අඩංගුවට/1-543573,පාතාලේ යතුරුපැදි ශූරයා අත්අඩංගුවට
"
                        (නිමල කොඩිතුවක්කු)

කී‍්‍රඩා පුහුණුකරුවන් 3850 ක් බඳවා ගැනීමට රජය ගෙන ඇති තීරණය සම්බන්ධයෙන් දැඩි විරෝධය පල කරන බවත් වහාම මෙම කැබිනට් තීරණය අහෝසි කොට පාසල්වලට කී‍්‍රඩා පුහුණුකරුවන් බඳවා ගැනීම අත්හිටුවීමට පියවර ගන්නා ලෙසත් ලංකා ගුරු සංගමය ජනාධිපතිවරයාගෙන් ඉල්ලීමක් කරයි.

මෙය හුදු දේශපාලන උවමනා මත රැකියා ලාබදීමක් බවත් පාසල් පද්ධතියට අවශ්‍ය කී‍්‍රඩා හා ශාරීරික අධ්‍යාපන ගුරුවරු විධිමත්ව බඳවා ගැනීමට අවශ්‍ය පියවර ගන්නා ලෙසත් එම සංගමයේ ලේකම් ජෝසප් ස්ටාලින් මහතා පවසයි.

මෙවැනි තනතුරක් රජයේ පාසල් පද්ධතිය තුළ නොමැති බවත්, මෙම පත්වීම් මගින් ශී‍්‍ර ලංකා ගුරු සේවා ව්‍යවස්ථාව උල්ලංඝණය වීමත්, සුදුසුකම් රහිත පිරිසක් පාසල් අධ්‍යාපන කටයුතුවලට සම්බන්ධවීමක් සිදු වන බවත් ඒ මහතා පෙන්වා දෙයි.

මෙසේ සේවා ව්‍යවස්ථාව උල්ලංඝණය කරමින් පාසල්වලට කී‍්‍රඩා පුහුණුකරුවන් බඳවා ගැනීමට අවශ්‍ය තෝරා ගැනීම් සිදු කළ ද පළාත් සභා පාසල්වලට බඳවා ගැනීමට යොමු කළ මෙම කී‍්‍රඩා පුහුණු පත්වීම්ධාරීන් පළාත් සභාවලට බඳවා ගැනීම ඒ ඒ පළාත් සභා විසින් ප‍්‍රතික්ෂේප කිරීම මත මෙම බඳවා ගැනීම් නතර වී ඇති බවද ඔහු සඳහන් කරයි.

එසේ තිබියදී නැවතත් පසුගියදා (07)  පැවති කැබිනට් මණ්ඩල රැස්වීමේ දී මෙම කී‍්‍රඩා පුහුණුකරුවන් බඳවා ගැනීමට කැබිනට් මණ්ඩලය අනුමැතිය ලබාදී තිබීම බරපතල ගැටලූවක් බවද ස්ටාලින් මහතා පෙන්වා දෙයි.

පාසල්වල ඉගෙනුම් ඉගැන්වීම් කි‍්‍රයාවලියට අදාළ ගුරුවරු බඳවා ගැනීම සිදු කළ යුත්තේ 2014.10.23 දිනැති 1885/38 දරණ ගැසට් නිවේදනයෙන් ප‍්‍රකාශිත ශී‍්‍ර ලංකා ගුරු සේවා ව්‍යවස්ථාවට අනුව පෙන්වා දෙන ඒ මහතා පාසල්වල කී‍්‍රඩා කටයුතු සම්බන්ධයෙන් බඳවා ගත යුත්තේ කී‍්‍රඩා හා ශාරීරික අධ්‍යාපන විෂය ඉගැන්වීම් කරන ගුරුවරුන් බවද සඳහන් කරයි. 
                    ",http://www.lankadeepa.lk/latest_news/කී‍්‍රඩා-පුහුණුකරුවන්-බඳවා-ගන්න-රජය-ගෙන-ඇති-තීරණයට-ලංකා-ගුරු-සංගමයේ-විරෝධය/1-543618,කී‍්‍රඩා පුහුණුකරුවන් බඳවා ගන්න රජය ගෙන ඇති තීරණයට ලංකා ගුරු සංගමයේ විරෝධය
"
                        (බිමල් ශ්‍යාමන් ජයසිංහ

 
මුල්ලේරියාව අවිස්සාවෙල්ල අටේකණුව වැලිපිල්ලෑවේ ඉඩමක තිබී මිනිස් සිරුරක දිරාගිය අස්ථි කොටස් සොයාගත් බව මුල්ලේරියාව පොලිසිය කියයි.
 
ඒ අසළ පුද්ගලයකුගේ හැඳුනුම්පතක් ද තිබී හමුවී ඇත.
 
කැලණිය ගෝනවල පදිංචි වන්නිගමගේ බන්දුසේන යන අයට එම හැඳුනුම්පත අයත් බව පොලිසිය වැඩිදුරටත් පවසයි. 
                    ",http://www.lankadeepa.lk/latest_news/මුල්ලේරියාවේ-ඉඩමකින්-දිරාගිය-අස්ථි-කොටස්-හමුවේ/1-543560,මුල්ලේරියාවේ ඉඩමකින් දිරාගිය අස්ථි කොටස් හමුවේ
"
                        (සුජිත් හේවාජුලිගේ සහ ඩයනා උදයංගනී)

මැතිසබයේ ප්‍රචන්ඩකාරී සිද්ධීන් පිළිබඳව පරීක්ෂණ පැවැත්වූ පාර්ලිමේන්තු කමිටුවේ වාර්තාව කතානායකවරයාට අනිද්දා බාරදෙන බව එම කමිටුවේ සභාපති නියෝජ්‍ය කතානායක ආනන්ද කුමාරසිරි මහතා ලංකාදීපයට පැවැසීය.

කමිටුවේ විමර්ශන කටයුතු මේ වනවිට අවසන්වී ඇතැයි නියෝජ්‍ය කතානායකවරයා පැවැසුවේය.

මේ වාර්තාව කතානායකවරයා විසින් අනතුරුව ඉදිරි ක්‍රියාමාර්ග සඳහා නීතිපතිවරයාට බාරදෙනු ඇතැයි පැවැසූ කුමාරසිරි මහතා වාර්තාව නීතිපතිවරයාට බාරදීමට පෙර පාර්ලිමේන්තුවේ ඊට අදාළ යෝජනාවක් සම්මත කර ගන්නා බවද ප්‍රකාශ කළේය.

මේ සිද්ධිය පිළිබඳ පොලිස් විර්ශන තවදුරටත් සිදුවෙමින් පවතී.

පාර්ලිමේන්තුවේ මේ ප්‍රචන්ඩකාරී සිද්ධීන් ඇතිවුණේ ඉකුත් නොවැම්බර් මස 14,15,සහ 16 දිනවලදීයි. මේ සිද්ධීන් වලදී මන්ත්‍රීවරුන් කිහිප දෙනකු තුවාල ලැබූ අතර පාර්ලිමේන්තු දේපළවලටද හානි සිදුවිය. 
                    ",http://www.lankadeepa.lk/latest_news/මැතිසබේ-කලහයේ-වාර්තාව-අනිද්දා-කතානායකට/1-543617,මැතිසබේ කලහයේ වාර්තාව අනිද්දා කතානායකට
"
                        (බිඟුන් මේනක ගමගේ) 

දේශපාලන පලිගැනීම්වලට සාධාරණය ඉටුකිරීමේ මුවාවෙන් අධ්‍යාපන පරිපාලන සේවයේ හා විදුහල්පති සේවය ඇතුලු සේවාවල නිලධාරින් පිරිසකට වැටුප් වර්ධක ලබාදීමට රජය තීරණය කර ඇතැයි ද එය වහා අත්හිටුවා ඔවුන්ට සාධාරණ වන්දි මුදලක් පමණක් ලබාදෙන්නැයි ඉල්ලා සිටින්නේ යැයි ද සඳහන් කරමින් ලංකා ගුරු සේවා සංගමය ජනාධිපතිවරයාට ලිපියක් යොමු කර ඇත.

දේශපාලන පලිගැනීම් සම්බන්ධයෙන් සෙවීමට ජනපති පත්කළ සත් පුද්ගල කමිටුව මගින් කළ නිර්දේශයක් මගින් රජය මෙම තීරණය කර ඇතැයි ද වැටුප් වර්ධකයක් යනු රාජ්‍ය සේවකයන් විසින් උපයා ගත යුත්තක් බව ආයතන සංග්‍රහයේ පැහැදිලිව සඳහන් කර තිබියදී මෙවැනි තීන්දුවක් ගැනීමෙන් රාජ්‍ය සේවය බරපතල ලෙස හෑල්ලුවට ලක්වන්නේ යැයි ද එම සංගමය සිය ලිපිය මගින් පවසා සිටී.

එනිසා මෙම කමිටු නිර්දේශය වහා හකුලාගෙන ඒ වෙනුවට පලිගැනීම්වල ස්වභාවය අනුව වන්දි මුදලක් ප්‍රදානය කරන ලෙස ඉල්ලා සිටින්නේ යැයි ද ලංකා ගුරු සේවා සංගමය අවධාරණය කරයි.

මෙම තීන්දුවෙහි වෙනසක් නොකරන්නේ නම් ඊට එරෙහිව නීත්‍යනුකූලව ක්‍රියාමාර්ග ගන්නේ යැයි ද එම ලිපියේ වැඩිදුරටත් සඳහන් වේ.

එම ලිපියේ පිටපත් රාජ්‍ය සේවා කොමිසමට හා අධ්‍යාපන ඇමැතිවරයාට ද යොමු කර ඇත. 

  
                    ",http://www.lankadeepa.lk/latest_news/පලිගැනීම්-මුවාවෙන්-දෙන-වැටුප්-වර්ධක-නවත්වන්නැයි-ඉල්ලයි/1-543614,පලිගැනීම් මුවාවෙන් දෙන වැටුප් වර්ධක නවත්වන්නැයි ඉල්ලයි
"
                        දුරකථනයෙන් බියවද්දා රුපියල් ලක්ෂ 35 ක් කප්පම් ලබා ගැනීමේ සිද්ධියක් සම්බන්ධයෙන් පුද්ගලයන් දෙදෙනෙකු අත්අඩංගුවට ගත් බව මිරිහාන පොලිසිය පවසයි.

අත්අඩංගුවට ගත් සැකකරුවන් 27 සහ 31  වැනි වියේ පසුවන්නෝ වෙති. ඔවුන් දෙදෙනා කඩුවෙල සහ හෝමාගම ප්‍රදේශයේ පදිංචිකරුවෝ වෙති.

බස්නාහිර හා දකුණු පළාත භාර නියෝජ්‍ය පොලිස්පතිවරයාට ලැබුණූ තොරතුරක් අනුව මිරිහාන විශේෂ අපරාධ විමර්ශන ඒකකය විසින් සැකකරුවන් අත්අඩංගුවට ගන්නා ලදී.

සැකකරුවන් හෝමාගම මහේස්ත්‍රාත් අධිකරණයට ඉදිරිපත් කිරිමට නියමිතය.


(28535) 
                    ",http://www.lankadeepa.lk/latest_news/ලක්ෂ-35-කප්පම්-ගත්-දෙදෙනෙක්-අත්අඩංගුවට/1-543571,ලක්ෂ 35 කප්පම් ගත් දෙදෙනෙක් අත්අඩංගුවට
"
                        (අජන්ත කුමාර අගලකඩ)

ව්‍යවස්ථා සම්පාදක මෙහෙයුම් කමිටුවට උපදෙස් දීම සඳහා පත්කරන ලද විශේෂඥ කමිටු වාර්තාව අනිද්දා(11) පාර්ලිමේන්තුවට ඉදිරිපත් කෙරේ.

ව්‍යවස්ථා සම්පාදක මෙහෙයුම් කමිටුව අද(09) පාර්ලිමේන්තුවේදී රැස් වී ගත් තීරණයකට අනුව මෙම වාර්තාව හෙට පාර්ලිමේන්තුවට ඉදිරිපත් කරන බව රජයේ ප්‍රකාශකයෙක් සඳහන් කළේය.

අග්‍රාමාත්‍ය රනිල් වික්‍රමසිංහ මහතා සභාපතීත්වය දරන ව්‍යවස්ථා මෙහෙයුමේ කමිටුව සියලු දේශපාලන පක්ෂ නියෝජනය කරන පාර්ලිමේන්තු මන්ත්‍රීවරුන් 21දෙනෙකුගෙන් සමන්විත වේ.

නව ආණ්ඩුක්‍රම ව්‍යවස්තාවක් කෙටුම්පත් කිරීම සඳහා පත්කරන ලද ව්‍යවස්ථා මෙහෙයුම් කමිටුවට උපදෙස් දීමට මෙම විශේෂඥ කමිටුව පත්කරනු ලැබීය.

නව ආණ්ඩුක්‍රම ව්‍යවස්ථාවක් සම්බන්ධයෙන් එක් එක් දේශපාලන පක්ෂවල ස්ථාවරයන් සඳහන් කරමින් ඒ ඒ දේශපාලන පක්ෂ ලබා දී ඇති වාර්තා ද සැලකිල්ලට ගනිමින් මෙම විශේෂඥ කමිටු වාර්තාව සකස් කර ඇතැයි ද වාර්තා වේ.

මේ අතර එම දේශපාලන පක්ෂ විසින් සිය පක්ෂවල ස්ථාවරය සඳහන් කරමින් බාර දී ඇති වාර්තා ද අනිද්ද පාර්ලිමේන්තුවට ඉදිරිපත් කෙරෙනු ඇතැයි දැනගන්නට තිබේ.

විශේෂඥ කමිටු වාර්තාව ව්‍යවස්ථා සම්පාදක මෙහෙයුම් කමිටුවේ සභාපතිවරයා වන අගමැතිවරයා විසින් පාර්ලිමේන්තුවට ඉදිරිපත් කෙරෙනු ඇත. 
                    ",http://www.lankadeepa.lk/latest_news/විශේෂඥ-කමිටු-වාර්තාව-අනිද්දා/1-543619,විශේෂඥ කමිටු වාර්තාව අනිද්දා
"
                        නිමන්ති රණසිංහ
 
අල්ලස් වශයෙන් රුපියල් මිලියන 20 ක් ඉල්ලා ලබා ගත් බව කියන සිද්ධියට අදාළ ජනාධිපති කාර්ය මණ්ඩල හිටපු ප්‍රධානි කුසුම්දාස මහානාම සහ රාජ්‍ය දෑව සංස්ථාවේ හිටපු සභාපති පියදාස දිසානායකගේ විදෙස් ගමන් තහනම් කරමින් කොළඹ ප්‍රධාන මහේස්ත්‍රාත් ලංකා ජයරත්න මෙනෙවිය අද (09) නියෝගයක් නිකුත් කළාය. 

මෙම සැකකරුවන් විදෙස් ගත වීමට සූදානමක් ඇති බවට තොරතුරක් ලැබී ඇති බැවින් ඔවුන්ගේ විදෙස් ගමන් තහනම් කරන ලෙස අල්ලස් කොමිසම අධිකරණයෙන් කළ ඉල්ලීමක් සැළකිල්ලට ගත් මහේස්ත්‍රාත්වරිය මෙම නියෝගය නිකුත් කළාය.

එසේම එම නියෝගය පිළිබඳව ආගමන හා විගමන පාලකවරයාට දන්වා යවන ලෙස ද මහේස්ත්‍රාත්වරිය අධිකරණ රෙජිස්ට්‍රාර්වරියට නියෝග කළාය.

මෙම සිද්ධිය සම්බන්ධ විමර්ශන අවසන් කළ බව අල්ලස් කොමිසම ඉකුත් නඩු දිනයේදී අධිකරණය  හමුවේ සඳහන් කර තිබිණි. 
                    ",http://www.lankadeepa.lk/latest_news/ජනපති-කාර්ය-මණ්ඩල-ප්‍රධානී---දැව-සංස්ථා-සභාපතිට-රට-ගමන්-තහනම්/1-543574,ජනපති කාර්ය මණ්ඩල ප්‍රධානී - දැව සංස්ථා සභාපතිට රට ගමන් තහනම්
"
                        නව ශ්‍රේෂ්ඨාධිකරණ විනිසුරුවරුන් තිදෙනෙකු සහ අභියාචනාධිකරණ විනිසුරුවරයෙක් අද (9) ජනාධිපති නිල නිවසේ දී ජනාධිපති මෛත්‍රීපාල සිරිසේන  මහතා ඉදිරියේ දිවුරුම් දුන්හ.

අභියාචනාධිකරණ සභාපති පී.පී. සුරසේන, අභියාචනාධිකරණ විනිසුරු එස්. තුරෙයිරාජා, අභියාචනාධිකරණ විනිසුරු ඊ.ඒ.ජී.ආර්. අමරසේකර යන මහත්වරුන් නව ශ්‍රේෂ්ඨාධිකරණ විනිසුරුවරුන් ලෙස දිවුරුම් දුන්නේය.

එලෙසම නව අභියාචනාධිකරණ විනිසුරුවරයකු ලෙස මහාධිකරණ විනිසුරු කේ.පී. ප්‍රනාන්දු මහතා දිවුරුම් දෙනු ලැබීය.

මෙම අවස්ථාවට ජනාධිපති ලේකම් උදය ආර්. සෙනෙවිරත්න මහතා ද  එක්විය.

(28535)









ඡායාරූප - ජනාධිපති මාධ්‍ය අංශය 
                    ",http://www.lankadeepa.lk/latest_news/අභියාචනාධිකරණ---ශ්‍රේෂ්ඨාධිකරණ--නව-විනිසුරුවරු-සිව්-දෙනෙක්/1-543578,අභියාචනාධිකරණ - ශ්‍රේෂ්ඨාධිකරණ  නව විනිසුරුවරු සිව් දෙනෙක්
