content,link,heading
"
                        (නිමන්ති රණසිංහ)
 
වැලිකඩ බන්ධනාගාරය තුළ ආරක්ෂක අංශ විසින් සිදුකරන ලද සෝදිසි මෙහෙයුමකදී රැඳවියන් 27 දෙනෙකු ඝාතනය වීමේ සිද්ධියට අදාළ හිටපු බන්ධනාගාර කොමසාරිස් එමිල් රන්ජන් ළමාහේවා මහතා ලබන 22 වැනිදා තෙක් තවදුරටත් රක්ෂිත බන්ධනාගාර ගත කරන ලෙස කොළඹ අතිරේක මහේස්ත‍්‍රාත් ඉසුරු නෙත්තිකුමාර මහතා අද (8) නියෝග කළේය.

මෙම සිද්ධියට අදාළ රස පරීක්ෂක වාර්තාව මෙතෙක් ලැබී නොමැති විම හේතුවෙන් සැකකරු තවදුරටත් රක්ෂිත බන්ධනාගාර ගත කරන ලෙසට අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුව අධිකරණයෙන් කළ ඉල්ලීමක් සැළකිල්ලට ගත් මහෙස්ත‍්‍රාත්වරයා මෙම නියෝගය නිකුත් කළේය.

මෙම සිද්ධියට අදාළ පළමු සැකකරු වූ හිටපු බන්ධනාගාර කොමසාරිස් එමිල් රන්ජන් ළමාහේවා මහතා බන්ධනාගාරය භාරයේ සහ සිද්ධියේ දෙවැනි සැකකරු වූ පොලිස් මත්ද්‍රව්‍ය කාර්යාංශයේ පොලිස් පරීක්ෂක නියෝමාල් රංගජීව මහතා ඇප මත සිටිමින් අද (8) අධිකරණය හමුවේ පෙනී සිටියහ. 

පොලිස් මත්ද්‍රව්‍ය කාර්යාංශයේ පොලිස් පරීක්ෂක නියෝමාල් රංගජීව මෙම සිද්ධියට අදාළව මාස හයක් පමණ රක්ෂිත බන්ධනාගාර ගත වී සිටි අතර, ඉකුත් ඔක්තෝබර් මස 21 වැනි දා අභියාචනාධිකරණයෙන් ඇප ලබා දී තිබිණී. 
                    ",http://www.lankadeepa.lk/latest_news/හිටපු-බන්ධනාගාර-කොමසාරිස්-යළි-රිමාන්ඩ්/1-543525,හිටපු බන්ධනාගාර කොමසාරිස් යළි රිමාන්ඩ්
"
                        විනීතා එම් ගමගේ

         

සිංහරාජ  වනාන්තරය හා එහි පේ‍්‍රරණ කලාපය දෙකඩ කෙරෙමින් ලංකාගම සිට කැකුණ ඇල්ල හරහා මේ වනවිට දැවැන්ත වන සංහාරයක් කරමින් මාර්ගයක් ඉදිකෙරමින් පවතිතැයි පරිසර හා සොබා දහම් අධ්‍යයන මධ්‍යස්ථානය කියයි. 

මේ සඳහා අරමුදල් සපයා ඇත්තේ ලෝක බැංකුවේ දේශගුණ විපර්යාස අවම කිරීමේ ව්‍යාපෘතිය විසින් යැයි ද ලෝක උරුමයක් වන වනාන්තරයක් විනාශ කිරීමෙන් දේශගුණ විපර්යාස අවම කරන්නේ කෙසේ ද යන්න ලෝක බැංකුවෙන් විමසා සිටිය යුතු යැයි ද පරිසර හා සොබා දහම් අධ්‍යයන මධ්‍යස්ථානයේ ජාතික සංවිධායක වෑකඳවල රාහුල හිමියෝ පැවැසූහ.

මේ වනවිටත් සිංහරාජයේ කුඩව ප‍්‍රදේශයේ සංචාරකයින්ගේ පහසුව තකා යැයි පවසමින් කිලෝමීටර් දෙකක් දුර පාරක් ඉදිකර ඇතැයි ද අති සංවේදී පරිසර පද්ධතියක් මැදින් මෙම පාර ඉදිකර ඇත්තේ කිසිදු සංරක්ෂණ ක‍්‍රියාවලියක් ගැන නොසිතා ඩෝසර් යොදාගෙන පමණක් යැයි ද උන්වහන්සේ පැවැසුහ.

ජනාධිපතිවරයාගේ හා අගමැතිවරයාගේ පූර්ණ අනු දැනුම මත ඉදිවෙමින් පවතින  බව කියන මෙම මාර්ග පද්ධතියෙන් සිංහරාජයට වන හානිය පිළිබඳව, සිංහරාජය ලෝක උරුමයක් ලෙස නම් කරන ලද යුනෙස්කෝ සංවිධානයට පැමිණිලි කළ බවත් ජනාධිපති අගමැති වන සංරක්ෂක ඇතුළු අදාළ සියලූ අංශ වෙත දන්වා යැවු බවත් රාහුල හිමියෝ කීහ.

2011 සිට 2030 දක්වා වූ ජාතික භෞතික සැලැස්ම අනුව සිංහරාජය දෙකඩ කරමින් මාර්ග ඉදිවන බව තම සංවිධානය 2013 දී පෙන්වා දුන් බව ද උන්වන්සේ පැවැසූහ.

මෙසේ සංවේදී පරිසර පද්ධතියක් තුළ කිසිදු සොයා බැලීමකින් තොරව මාර්ග ඉදිකිරීම හේතුවෙන් එහි ශාක හා සත්ව ප‍්‍රජාව හානියට පත්විය  හැකි බවත් විශේෂයෙන්ම වඳවී යාමේ තර්ජනයට ලක්ව සිටින විශේෂයන් අවසන්  වී යාමට පවා ඉඩ ඇතැයි රාහුල හිමියෝ කීහ.

රාහුල හිමියෝ මේ අදහස් පළ කළේ මරදාන සමාජ හා සාමයික කේන්ද්‍රයේ අද (8) පැවැති මාධ්‍ය හමුවක් අමතමිනි. 

  
                    ",http://www.lankadeepa.lk/latest_news/සිංහරාජ-පාරවල්-කපන්නේ-ලෝක-බැංකුවේ-උවමනාවට/1-543530,සිංහරාජ පාරවල් කපන්නේ ලෝක බැංකුවේ උවමනාවට
"
                        (නිමන්ති රණසිංහ)
 
ජනමාධ්‍ය හා ප‍්‍රවෘත්ති අමාත්‍යාංශය යටතේ පැවැති සැලසිනේ රූපවාහිනී ආයතනයේ සහ ජාතික චිත‍්‍රපට සංස්ථාවේ මුදල් දේශපාලන සහ පෞද්ගලික කටයුතු සදහා යොදාගෙන සිදුකර ඇති මහා පරිමාණ මූල්‍ය අක‍්‍රමිකතාවක් සම්බන්ධයෙන් පරීක්ෂණයක් ආරම්භ කළ බව මූල්‍ය අපරාධ විමර්ශන කොට්ඨාසය කොළඹ ප‍්‍රධාන මහෙස්ත‍්‍රාත් ලංකා ජයරත්න මෙනෙවිය හමුවේ අද (08) කරුණු වාර්තා කළේය.

වර්ෂ 2010 සිට 2015 අතර කාලවකවානුවේදී මෙම මූල්‍ය අක‍්‍රමිකතාව සිදුවි ඇතැයි සදහන් කරමින් ජනාධිපති පරීක්ෂණ කොමිෂන් සභාවේ නිර්දේශ අනුව මෙම විමර්ශනය ආරම්භ කළ බව මූල්‍ය අපරාධ විමර්ශන කොට්ඨාසය අධිකරණයට කරුණු ඉදිරිපත් කර ඇත. 
                    ",http://www.lankadeepa.lk/latest_news/සැලසිනේ-හා-චිත්‍රපට-සංස්ථාවේ-මුල්‍ය-වංචාව-ගැන-පරීක්ෂණයක්/1-543528,සැලසිනේ හා චිත්‍රපට සංස්ථාවේ මුල්‍ය වංචාව ගැන පරීක්ෂණයක්
"
                        (විනීතා එම් ගමගේ)
 
නීති අධ්‍යාපනය පාසල් පෙළ පොතට ඇතුළත් කිරීමට කැබිනට් මණ්ඩල අනුමැතිය හිමි වී තිබේ.

නීති දැනුම පාසල් දරුවන්ට ලබා දීමට කැබිනට් අනුමැතිය ලබා ගැනීම වත්මන් රජය ලද  විශාල ජයග‍්‍රහණයක් යැයි අධිකරණ හා බන්ධනාගාර ප‍්‍රතිසංස්කරණ අමාත්‍ය තලතා අතුකෝරළ මහත්මිය ලංකාදීපයට පැවැසුවාය.

ආණ්ඩුක‍්‍රම ව්‍යවස්ථාව මුලික නීතිය වැනි කරුණු පිළිබඳව කුඩා අවධියේ සිටම දැනුමක් ලබා ගැනීම තුළින් රට තුළ ජීවත් වීමේදී දෛනිකව ඇතිවන ගැටළු සඳහා මුහුණදීමට දරුවන්ට අත්වැළක් වන බවත් අමාත්‍යවරිය පැවසුවාය. 

මුලික නීතිය මෙන්ම දණ්ඩ නීති සංග‍්‍රහය, අපරාධ නඩු විධි විධාන සංග‍්‍රහය වැනි කරුණු පිළිබදව අවබෝධයක් කුඩා කාලයේ සිටම ලබා ගැනීම තුළින් රට තුළ සිදුවන අපරාධ අඩුවීමට හේතු වනු ඇතැයි ද ඇය කියා සිටියාය. 

නීති අධ්‍යාපනය පාසල් විෂය නිර්දේශයට ඇතුළත් කිරීම සම්බන්ධව ඉදිරි කටයුතු අධ්‍යාපන අමාත්‍ය අකිල විරාජ් කාරියවසම් මහතාගේ මුලිකත්වයෙන් සිදු කිරීමට නියමිතව ඇතැයි ද අතුකෝරල මහත්මිය තව දුරටත් පැවැසුවාය.  
                    ",http://www.lankadeepa.lk/latest_news/නීති-අධ්‍යාපනය-පාසල්-පෙළ-පොතටත්/1-543456,නීති අධ්‍යාපනය පාසල් පෙළ පොතටත්
"
                        (ඩයනා උදයංගනී සහ සුජිත් හේවාජුලිගේ) 
 
 ජනාධිපතිවරයා බලයට පැමිණ සිව්වැනි පදවි ප්‍රාප්තිය සැමරුව ද එදා බලාපොරොත්තු වූ උතුම් පරමාර්ථ මෙතෙක් ඉටු වී නැතැයි එක්සත් ජාතික පක්ෂ මන්ත්‍රී තුෂාර ඉදුනිල් මහතා පාර්ලිමේන්තුවේ දී අද (8) පැවසීය.
 
එම කාලය තුළ රටක් ලෙස ලෝකය දිනා ගැනීමට හැකි වුවත් ලසන්ත වික්‍රමතුංග, වසීම් තාජුඩීන් වැනි අයගේ ඝාතනවලට හා මිග් යානා ගනුදෙනුවලට වගකිවයුත්තන්ට දඬුවම්දීමට නොහැකි වූ බවද මන්ත්‍රීවරයා සඳහන් කළේය.
 
එබැවින් ගතවූ කාලය දෙස ආපසු හැරී බැලීමේ දී හැට දෙලක්ෂයක ජනතා පැතුම් ඉටු නොවීම ගැන කණගාටුවක් දැනෙන බවද මන්ත්‍රීවරයා කීවේය. 
                    ",http://www.lankadeepa.lk/latest_news/‘‘ජනපති-බලයට-එනවිට-බලාපොරොත්තු-වූ-පරමාර්ථ-සිව්වසරක්-ගියත්-ඉටුවී-නෑ‘‘/1-543531,‘‘ජනපති බලයට එනවිට බලාපොරොත්තු වූ පරමාර්ථ සිව්වසරක් ගියත් ඉටුවී නෑ‘‘
"
                        (ඉන්දිකා රාමනායක)

 
දෙමටගොඩ පිහිටි ඛණිජතෙල් සංස්ථාවේ මුලස්ථාන  පරීශ‍්‍රයට ඉකුත් නොවැම්බර් මස  (28) පස්වරුවේ ඇතුළු වී ඛණිජතෙල්  සම්පත් සංවර්ධන හිටපු අමාත්‍ය අර්ජුන රණතුංග  මහතාට විරෝධය දක්වමින් කළහාකාරි ලෙස හැසිරුණු සියලූ දෙනා ඉදිරියේ දී අත්අඩංගුවට ගන්නා බව   උසස් පොලිස්  නිලධාරියෙක් පැවසීය.

සිද්ධිය  වු දිනයේ සේවකයන් පිරිසක්   පරිශ‍්‍රය තුළ විරෝධය දැක්වීම හේතුවෙන් ඇති වු   උණුසුම් තත්ත්වයකදී  දුරදිග යාමෙන්  අමාත්‍යවරයාගේ  ආරක්ෂාවට සිටි ඇමැති ආරක්ෂක පොලිස් නිලධාරියකු සිදුකළ වෙඩි තැබීමකින් සේවකයන් මියගොස්  තවත් සේවකයන් දෙදෙනකු තුවාල ලබා කොළඹ ජාතික රෝහලට ඇතුළත් කර තිබිණි.

පොදුජන පෙරමුණේ නාගරික මන්ති‍්‍ර කුලතිස්ස ගීකියන මහතා ඇතුළු පිරිසක් එහි කළහාකාරි ලෙස හැසිරෙමින් ඇමැති ආරක්ෂක අංශ පොලිස් කොස්තාපල්වරයාට  පහර  දී ඇති බවත් එම අවස්ථවේ මෙම වෙඩි තැබීම සිදුව ඇති බව  දැනට සිදුකළ පරීක්ෂණයේ දී  හෙළි වු බවද පොලිස් ආරංචි මාර්ග පවසයි.

සිද්ධිය වු  අවස්ථාවේ ආයතන පරිශ‍්‍රයේ  ඇති සී සී ටී වී කැමරාවල පටිගත වී ඇති දර්ශන අනුව  සිද්ධියේ සැකකරුවන්  බොහෝ දෙනකු හඳුනා ගෙන ඇති බවත්  ඉදිරියේ ඔවුන් සියලූ දෙනා අත්අඩංගුවට ගෙන අධිකරණයට ඉදිරිපත් කරන බවද   එම උසස් පොලිස් නිලධාරියා කියා සිටියේය.  
                    ",http://www.lankadeepa.lk/latest_news/තෙල්-සංස්ථාවේදී-කළහ-කළ-අය-අත්අඩංගුවට-ගන්න-යයි/1-543455,තෙල් සංස්ථාවේදී කළහ කළ අය අත්අඩංගුවට ගන්න යයි
"
                        (ඩයනා උදයංගනී සහ සුජිත් හේවාජුලිගේ )
 
 රුසියාවේ ශ්‍රී ලංකා තානාපතිවරයා වන දයාන් ජයතිලක මහතා දේශපාලන ප්‍රචාරකයකු ලෙස කටයුතු කිරීම නිසා ඔහු අතින් පාර්ලිමේන්තු වරප්‍රසාද මෙන්ම තානාපති සේවයට අදාළ ගිවිසුමද කඩවී ඇතැයි ජනතා විමුක්ති පෙරමුණු මන්ත්‍රී බිමල් රත්නායක මහතා පාර්ලිමේන්තුවේ දී අද (8) පැවසීය.
 
දයාන් ජයතිලක මහතා පසුගිය ඔක්තෝබර් 26 වැනිදා සිදුවූ දේශපාලන කුමන්ත්‍රණයට පක්ෂව එක්සත් ජනතා නිදහස් සන්ධාන මන්ත්‍රීවරුන්ටත් වඩා අදහස් දැක්වූ බවද බිමල් රත්නායක මහතා සඳහන් කළේය.
 
ඔහුට තානාපති තනතුර සමඟ දේශපාලනය කළ නොහැකි බව කී මන්ත්‍රීවරයා ඒ සම්බන්ධයෙන් පාර්ලිමේන්තුවේ උසස් නිලධාරීන් පිළිබඳ කාරක සභාවේදී ද සාකච්ඡා කෙරුණු බව කීවේය.
 
ඒ සම්බන්ධයෙන් සොයා බලන ලෙස විදේශ කටයුතු අමාත්‍යවරයාගෙන් තමා ඉල්ලා සිටින බවද බිමල් රත්නායක මහතා කියා සිටියේය.
 
මන්ත්‍රීවරයා මේ බව පැවසුවේ පාර්ලිමේන්තුවේ දී අද පැවැත්වෙන තානාපති වරප්‍රසාද පනත යටතේ නියෝග දෙවැනි වර කියවීමේ විවාදයට එක්වෙමිනි. 
                    ",http://www.lankadeepa.lk/latest_news/‘දයාන්-ජයතිලක-තානාපති-සේවයට-ගැළපෙන්නේ-නැහැ’/1-543526,‘දයාන් ජයතිලක තානාපති සේවයට ගැළපෙන්නේ නැහැ’
"
                        (අජන්ත කුමාර අගලකඩ)
 
තවත් ආණ්ඩුකාරවරු තිදෙනෙක් ජනාධිපති ලේකම් කාර්යාලයේ දී ජනාධිපති  මෛත්‍රීපාල සිරිසේන මහතා ඉදිරියේ අද (7) දහවල් දිවරුම් දුන්හ.

ඒ අනුව ඌව පළාතේ ආණ්ඩුකාරවරයා ලෙස කීර්ති තෙන්නකෝන් මහතා ද සබරගමුව ආණ්ඩුකාර ලෙස ජ්‍යෙෂ්ඨ කථිකාචාර්ය ධම්ම දිසානායක මහතා ද උතුරු ආණ්ඩුකාර ලෙස සුරේන් රාගවන් මහතා ද දිවුරුම් දුන්හ.







(ඡායාරූප - ජනාධිපති මාධ්‍ය අංශය) 
                    ",http://www.lankadeepa.lk/latest_news/කීර්ති---ධම්ම---සුරේන්-ආණ්ඩුකාරවරු-ලෙස-දිවුරුම්-දෙති/1-543454,කීර්ති - ධම්ම - සුරේන් ආණ්ඩුකාරවරු ලෙස දිවුරුම් දෙති
"
                        (අජන්ත කුමාර අගලකඩ)
 
අයවැය විසර්ජන පනත් කෙටුම්පත ලබන මස 5 වැනිදා පාර්ලිමේන්තුවට ඉදිරිපත් කිරීමට කැබිනට් මණ්ඩල අනුමැතිය ලැබී ඇත.

ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතාගේ ප්‍රධානත්වයෙන් ජනාධිපති කාර්යාලය අද (07) උදෑසන පැවැති කැබිනට් රැස්වීමට අයවැය විසර්ජන පනත් කෙටුම්පත ඉදිරිපත් කරනු ලැබුවේ මුදල් හා ජනමාධ්‍ය ඇමැති මංගල සමරවීර මහතා විසිනි.

අයවැය විසර්ජන පනත් කෙටුම්පත ලබන මස 5 වැනිදා පාර්ලිමේන්තුවට ඉදිරිපත් කර අයවැය කතාව මාර්තු 05 වැනිදා පාර්ලිමේන්තුවට ඉදිරිපත් කිරීමට ද කැබිනට් මණ්ඩල අනුමැතිය හිමි වී ඇත. 
                    ",http://www.lankadeepa.lk/latest_news/අයවැය-පනත්-කෙටුම්පත-පාර්ලිමේන්තුවට-ඉදිරිපත්-කිරීමට-කැබිනට්-අනුමැතිය/1-543464,අයවැය පනත් කෙටුම්පත පාර්ලිමේන්තුවට ඉදිරිපත් කිරීමට කැබිනට් අනුමැතිය
"
                        (නිමන්ති රණසිංහ)
 
දෙමටගොඩ පිහිටි තෙල් සංස්ථා පරිශ්‍රයට අයුතු ලෙස  ඇතුළු  වී අයුතු ජන රාශියක  සාමාජිකයකු වී  කලබලයක් ඇති කළැයි කොළඹ නාගරික මන්ත්‍රීවරයකු වන කුලතිස්ස ගීගනගේ මහතා ලබන 11 වැනි දා තෙක් රක්ෂිත බන්ධනාගාර ගත කරන ලෙස කොළඹ ප්‍රධාන මහෙස්ත්‍රාත් ලංකා ජයරත්න මෙනවිය අද (7) නියෝග කළාය.

මෙම සිද්ධියට අදාළව සැකකරු සමඟ එම පරිශ්‍රයට ඇතුළු වී කළහකාරි ලෙස හැසිරුණු අනෙක් සැකකරුවන් අත්අඩංගුවට ගෙන අධිකරණයට ඉදිරිපත් කරන ලෙස මහෙස්ත්‍රාත්වරිය නියෝග කෙරිණි. 
                    ",http://www.lankadeepa.lk/latest_news/කොළඹ-නාගරික-මන්ත්‍රී-ගීගනගේ-රිමාන්ඩ්/1-543465,කොළඹ නාගරික මන්ත්‍රී ගීගනගේ රිමාන්ඩ්
